pagina,testo
264,"
Il Signore Gesù, dopo aver parlato con loro, fu elevato in
cielo e sedette alla destra di Dio.
Allora essi partirono e predicarono dappertutto, mentre il
Signore agiva insieme con loro e confermava la Parola con i
segni che la accompagnavano.
Parola del Signore.
"
265,"VII DOMENICA
DI PASQUA
Nelle regioni in cui l’Ascensione si celebra il giovedì della VI settimana di
Pasqua.

PRIMA LETTURA
Bisogna che uno divenga, insieme a noi,
testimone della sua risurrezione.

Dagli Atti degli Apostoli
1, 15-17.20a.20c-26

In quei giorni Pietro si alzò in mezzo ai fratelli – il

numero delle persone radunate era di circa centoventi – e disse: «Fratelli, era necessario che si compisse
ciò che nella Scrittura fu predetto dallo Spirito Santo per bocca di Davide riguardo a Giuda, diventato la guida di quelli che
arrestarono Gesù. Egli infatti era stato del nostro numero e
aveva avuto in sorte lo stesso nostro ministero. Sta scritto infatti nel libro dei Salmi: “Il suo incarico lo prenda un altro”.
Bisogna dunque che, tra coloro che sono stati con noi per tutto il tempo nel quale il Signore Gesù ha vissuto fra noi, cominciando dal battesimo di Giovanni fino al giorno in cui è
stato di mezzo a noi assunto in cielo, uno divenga testimone,
insieme a noi, della sua risurrezione».
Ne proposero due: Giuseppe, detto Barsabba, soprannominato
Giusto, e Mattia. Poi pregarono dicendo: «Tu, Signore, che conosci il cuore di tutti, mostra quale di questi due tu hai scel223"
266,"
to per prendere il posto in questo ministero e apostolato, che
Giuda ha abbandonato per andarsene al posto che gli spettava». Tirarono a sorte fra loro e la sorte cadde su Mattia, che
fu associato agli undici apostoli.
Parola di Dio.

SALMO RESPONSORIALE
Dal Salmo 102 (103)

Il Signore ha posto il suo trono nei cieli.
Oppure:

Alleluia, alleluia, alleluia.
Benedici il Signore, anima mia,
quanto è in me benedica il suo santo nome.
Benedici il Signore, anima mia,
non dimenticare tutti i suoi benefici.
Perché quanto il cielo è alto sulla terra,
così la sua misericordia è potente su quelli che lo temono;
quanto dista l’oriente dall’occidente,
così egli allontana da noi le nostre colpe.
Il Signore ha posto il suo trono nei cieli
e il suo regno domina l’universo.
Benedite il Signore, angeli suoi,
potenti esecutori dei suoi comandi."
267,"VII DOMENICA

SECONDA LETTURA

Chi rimane nell’amore rimane in Dio
e Dio rimane in lui.

Dalla prima lettera di san Giovanni apostolo
4, 11-16

Carissimi, se Dio ci ha amati così, anche noi dobbiamo

amarci gli uni gli altri. Nessuno mai ha visto Dio; se
ci amiamo gli uni gli altri, Dio rimane in noi e l’amore di lui è perfetto in noi.
In questo si conosce che noi rimaniamo in lui ed egli in noi:
egli ci ha donato il suo Spirito. E noi stessi abbiamo veduto e
attestiamo che il Padre ha mandato il suo Figlio come salvatore del mondo.
Chiunque confessa che Gesù è il Figlio di Dio, Dio rimane in
lui ed egli in Dio. E noi abbiamo conosciuto e creduto l’amore
che Dio ha in noi.
Dio è amore; chi rimane nell’amore rimane in Dio e Dio rimane in lui.
Parola di Dio.
"
268,"
CANTO AL VANGELO
Cf. Gv 14, 18; 16, 22

Alleluia, alleluia.
Non vi lascerò orfani, dice il Signore,
verrò da voi e il vostro cuore si rallegrerà.
Alleluia.

VANGELO
Siano una cosa sola, come noi.

Dal Vangelo secondo Giovanni
17, 11b-19

In quel tempo, [Gesù, alzàti gli occhi al cielo,

pregò dicendo:] «Padre santo, custodiscili nel
tuo nome, quello che mi hai dato, perché siano una sola cosa, come noi. Quand’ero con loro, io li custodivo nel tuo nome, quello che mi
hai dato, e li ho conservati, e nessuno di loro
è andato perduto, tranne il figlio della perdizione, perché si
compisse la Scrittura.
Ma ora io vengo a te e dico questo mentre sono nel mondo,
perché abbiano in se stessi la pienezza della mia gioia. Io ho
dato loro la tua parola e il mondo li ha odiati, perché essi
non sono del mondo, come io non sono del mondo."
269,"VII DOMENICA

Non prego che tu li tolga dal mondo, ma che tu li custodisca
dal Maligno. Essi non sono del mondo, come io non sono del
mondo. Consacrali nella verità. La tua parola è verità.
Come tu hai mandato me nel mondo, anche io ho mandato loro nel mondo; per loro io consacro me stesso, perché siano
anch’essi consacrati nella verità.
Parola del Signore.
"
270,"DOMENICA
DI PENTECOSTE
Alla Messa vespertina
nella vigilia
Queste letture vengono proclamate nella Messa che si celebra la sera del
sabato sia prima che dopo i Primi Vespri della domenica di Pentecoste.

PRIMA LETTURA
La si chiamò Babele, perché là il Signore
confuse la lingua di tutta la terra.

Dal libro della Gènesi
11, 1-9

Tutta la terra aveva un’unica lingua e uniche parole.

Emigrando dall’oriente, gli uomini capitarono in una
pianura nella regione di Sinar e vi si stabilirono.

Si dissero l’un l’altro: «Venite, facciamoci mattoni e cuociamoli al fuoco». Il mattone servì loro da pietra e il bitume da
malta. Poi dissero: «Venite, costruiamoci una città e una torre, la cui cima tocchi il cielo, e facciamoci un nome, per non
disperderci su tutta la terra».
Ma il Signore scese a vedere la città e la torre che i figli degli
uomini stavano costruendo. Il Signore disse: «Ecco, essi sono
un unico popolo e hanno tutti un’unica lingua; questo è l’inizio della loro opera, e ora quanto avranno in progetto di fare
non sarà loro impossibile. Scendiamo dunque e confondiamo"
271,
272,
273,"MESSA VESPERTINA NELLA VIGILIA

la loro lingua, perché non comprendano più l’uno la lingua
dell’altro».
Il Signore li disperse di là su tutta la terra ed essi cessarono
di costruire la città. Per questo la si chiamò Babele, perché là
il Signore confuse la lingua di tutta la terra e di là il Signore
li disperse su tutta la terra.
Parola di Dio.

SALMO RESPONSORIALE
Dal Salmo 32 (33)

Su tutti i popoli regna il Signore.
Il Signore annulla i disegni delle nazioni,
rende vani i progetti dei popoli.
Ma il disegno del Signore sussiste per sempre,
i progetti del suo cuore per tutte le generazioni.
Beata la nazione che ha il Signore come Dio,
il popolo che egli ha scelto come sua eredità.
Il Signore guarda dal cielo:
egli vede tutti gli uomini.
Dal trono dove siede
scruta tutti gli abitanti della terra,
lui, che di ognuno ha plasmato il cuore
e ne comprende tutte le opere.
Oppure:
Dal Salmo 103 (104) (vedi pag. 236).
"
274,"
Oppure:
Il Signore scese sul monte Sinai
davanti a tutto il popolo.

Dal libro dell’Èsodo
19, 3-8a.16-20b

In quei giorni, Mosè salì verso Dio, e il Signore lo

chiamò dal monte, dicendo: «Questo dirai alla casa
di Giacobbe e annuncerai agli Israeliti:
“Voi stessi avete visto ciò che io ho fatto all’Egitto e come ho
sollevato voi su ali di aquile e vi ho fatto venire fino a me.
Ora, se darete ascolto alla mia voce e custodirete la mia alleanza, voi sarete per me una proprietà particolare tra tutti
i popoli; mia infatti è tutta la terra! Voi sarete per me un regno di sacerdoti e una nazione santa”. Queste parole dirai
agli Israeliti».
Mosè andò, convocò gli anziani del popolo e riferì loro tutte
queste parole, come gli aveva ordinato il Signore.
Tutto il popolo rispose insieme e disse: «Quanto il Signore ha
detto, noi lo faremo!».
Il terzo giorno, sul far del mattino, vi furono tuoni e lampi,
una nube densa sul monte e un suono fortissimo di corno:
tutto il popolo che era nell’accampamento fu scosso da tremore. Allora Mosè fece uscire il popolo dall’accampamento incontro a Dio. Essi stettero in piedi alle falde del monte.
Il monte Sinai era tutto fumante, perché su di esso era sceso il Signore nel fuoco, e ne saliva il fumo come il fumo di
una fornace: tutto il monte tremava molto. Il suono del
corno diventava sempre più intenso: Mosè parlava e Dio gli
rispondeva con una voce. Il Signore scese dunque sul monte"
275,"MESSA VESPERTINA NELLA VIGILIA

Sinai, sulla vetta del monte, e il Signore chiamò Mosè sulla
vetta del monte.
Parola di Dio.
SALMO RESPONSORIALE
Dal Salmo 102 (103)

La grazia del Signore è su quanti lo temono.
Benedici il Signore, anima mia,
quanto è in me benedica il suo santo nome.
Benedici il Signore, anima mia,
non dimenticare tutti i suoi benefici.
Egli perdona tutte le tue colpe,
guarisce tutte le tue infermità,
salva dalla fossa la tua vita,
ti circonda di bontà e misericordia.
Il Signore compie cose giuste,
difende i diritti di tutti gli oppressi.
Ha fatto conoscere a Mosè le sue vie,
le sue opere ai figli d’Israele.
Ma l’amore del Signore è da sempre,
per sempre su quelli che lo temono,
e la sua giustizia per i figli dei figli,
per quelli che custodiscono la sua alleanza
e ricordano i suoi precetti per osservarli.
Oppure:
Dal Salmo 103 (104) (vedi pag. 236).
"
276,"
Oppure:
Ossa inaridite, infonderò in voi il mio spirito
e rivivrete.

Dal libro del profeta Ezechièle
37, 1-14

In quei giorni, la mano del Signore fu sopra di me e il

Signore mi portò fuori in spirito e mi depose nella
pianura che era piena di ossa; mi fece passare accanto a esse da ogni parte. Vidi che erano in grandissima quantità nella distesa della valle e tutte inaridite.
Mi disse: «Figlio dell’uomo, potranno queste ossa rivivere?».
Io risposi: «Signore Dio, tu lo sai». Egli mi replicò: «Profetizza su queste ossa e annuncia loro: “Ossa inaridite, udite
la parola del Signore. Così dice il Signore Dio a queste ossa:
Ecco, io faccio entrare in voi lo spirito e rivivrete. Metterò su
di voi i nervi e farò crescere su di voi la carne, su di voi
stenderò la pelle e infonderò in voi lo spirito e rivivrete. Saprete che io sono il Signore”». Io profetizzai come mi era
stato ordinato; mentre profetizzavo, sentii un rumore e vidi
un movimento fra le ossa, che si accostavano l’uno all’altro,
ciascuno al suo corrispondente. Guardai, ed ecco apparire sopra di esse i nervi; la carne cresceva e la pelle le ricopriva,
ma non c’era spirito in loro.
Egli aggiunse: «Profetizza allo spirito, profetizza, figlio dell’uomo, e annuncia allo spirito: “Così dice il Signore Dio: Spirito, vieni dai quattro venti e soffia su questi morti, perché
rivivano”». Io profetizzai come mi aveva comandato e lo spirito entrò in essi e ritornarono in vita e si alzarono in piedi;
erano un esercito grande, sterminato.
"
277,"MESSA VESPERTINA NELLA VIGILIA

Mi disse: «Figlio dell’uomo, queste ossa sono tutta la casa
d’Israele. Ecco, essi vanno dicendo: “Le nostre ossa sono inaridite, la nostra speranza è svanita, noi siamo perduti”. Perciò
profetizza e annuncia loro: “Così dice il Signore Dio: Ecco, io
apro i vostri sepolcri, vi faccio uscire dalle vostre tombe, o
popolo mio, e vi riconduco nella terra d’Israele. Riconoscerete
che io sono il Signore, quando aprirò le vostre tombe e vi farò
uscire dai vostri sepolcri, o popolo mio. Farò entrare in voi il
mio spirito e rivivrete; vi farò riposare nella vostra terra. Saprete che io sono il Signore. L’ho detto e lo farò”». Oracolo
del Signore Dio.
Parola di Dio.
"
278,"
SALMO RESPONSORIALE
Dal Salmo 50 (51)

Rinnovami, Signore, con la tua grazia.
Pietà di me, o Dio, nel tuo amore;
nella tua grande misericordia
cancella la mia iniquità.
Lavami tutto dalla mia colpa,
dal mio peccato rendimi puro.
Tu gradisci la sincerità nel mio intimo,
nel segreto del cuore m’insegni la sapienza.
Aspergimi con rami d’issòpo e sarò puro;
lavami e sarò più bianco della neve.
Crea in me, o Dio, un cuore puro,
rinnova in me uno spirito saldo.
Non scacciarmi dalla tua presenza
e non privarmi del tuo santo spirito.
Rendimi la gioia della tua salvezza,
sostienimi con uno spirito generoso.
Signore, apri le mie labbra
e la mia bocca proclami la tua lode.
Oppure:
Dal Salmo 103 (104) (vedi pag. 236).
"
279,"MESSA VESPERTINA NELLA VIGILIA

Oppure:
Io effonderò il mio spirito sopra ogni uomo.

Dal libro del profeta Gioèle
3, 1-5

Così dice il Signore:

«Io effonderò il mio spirito
sopra ogni uomo
e diverranno profeti i vostri figli e le vostre figlie;
i vostri anziani faranno sogni,
i vostri giovani avranno visioni.
Anche sopra gli schiavi e sulle schiave
in quei giorni effonderò il mio spirito.
Farò prodigi nel cielo e sulla terra,
sangue e fuoco e colonne di fumo.
Il sole si cambierà in tenebre
e la luna in sangue,
prima che venga il giorno del Signore,
grande e terribile.
Chiunque invocherà il nome del Signore,
sarà salvato,
poiché sul monte Sion e in Gerusalemme
vi sarà la salvezza,
come ha detto il Signore,
anche per i superstiti
che il Signore avrà chiamato».
Parola di Dio.
"
280,"
SALMO RESPONSORIALE
Dal Salmo 103 (104)

Manda il tuo Spirito, Signore, a rinnovare la terra.
Oppure:

Alleluia, alleluia, alleluia.
Benedici il Signore, anima mia!
Sei tanto grande, Signore, mio Dio!
Sei rivestito di maestà e di splendore,
avvolto di luce come di un manto.
Quante sono le tue opere, Signore!
Le hai fatte tutte con saggezza;
la terra è piena delle tue creature.
Benedici il Signore, anima mia.
Tutti da te aspettano
che tu dia loro cibo a tempo opportuno.
Tu lo provvedi, essi lo raccolgono;
apri la tua mano, si saziano di beni.
Togli loro il respiro: muoiono,
e ritornano nella loro polvere.
Mandi il tuo spirito, sono creati,
e rinnovi la faccia della terra.
"
281,"MESSA VESPERTINA NELLA VIGILIA

SECONDA LETTURA

Lo Spirito intercede con gemiti inesprimibili.

Dalla lettera di san Paolo apostolo ai Romani
8, 22-27

Fratelli, sappiamo che tutta insieme la creazione geme e soffre le doglie del parto fino ad oggi. Non solo, ma anche noi, che possediamo le primizie dello

Spirito, gemiamo interiormente aspettando l’adozione a figli,
la redenzione del nostro corpo. Nella speranza infatti siamo
stati salvati.
Ora, ciò che si spera, se è visto, non è più oggetto di speranza; infatti, ciò che uno già vede, come potrebbe sperarlo? Ma,
se speriamo quello che non vediamo, lo attendiamo con perseveranza.
Allo stesso modo anche lo Spirito viene in aiuto alla nostra
debolezza; non sappiamo infatti come pregare in modo conveniente, ma lo Spirito stesso intercede con gemiti inesprimibili; e colui che scruta i cuori sa che cosa desidera lo Spirito,
perché egli intercede per i santi secondo i disegni di Dio.
Parola di Dio.
"
282,"
CANTO AL VANGELO
Alleluia, alleluia.
Vieni, Spirito Santo,
riempi i cuori dei tuoi fedeli,
e accendi in essi il fuoco del tuo amore.
Alleluia.

VANGELO
Sgorgheranno fiumi di acqua viva.

Dal Vangelo secondo Giovanni
7, 37-39

Nell’ultimo giorno, il grande giorno della festa,

Gesù, ritto in piedi, gridò: «Se qualcuno ha sete, venga a me, e beva chi crede in me. Come
dice la Scrittura: dal suo grembo sgorgheranno
fiumi di acqua viva».

Questo egli disse dello Spirito che avrebbero ricevuto i credenti in lui: infatti non vi era ancora lo Spirito, perché Gesù
non era ancora stato glorificato.
Parola del Signore.
"
283,"DOMENICA
DI PENTECOSTE
Alla Messa del giorno

PRIMA LETTURA
Tutti furono colmati di Spirito Santo
e cominciarono a parlare.

Dagli Atti degli Apostoli
2, 1-11

Mentre stava compiendosi il giorno della Pentecoste,

si trovavano tutti insieme nello stesso luogo. Venne
all’improvviso dal cielo un fragore, quasi un vento
che si abbatte impetuoso, e riempì tutta la casa dove stavano. Apparvero loro lingue come di fuoco, che si dividevano, e
si posarono su ciascuno di loro, e tutti furono colmati di Spirito Santo e cominciarono a parlare in altre lingue, nel modo
in cui lo Spirito dava loro il potere di esprimersi.
Abitavano allora a Gerusalemme Giudei osservanti, di ogni
nazione che è sotto il cielo. A quel rumore, la folla si radunò
e rimase turbata, perché ciascuno li udiva parlare nella propria lingua. Erano stupiti e, fuori di sé per la meraviglia, dicevano: «Tutti costoro che parlano non sono forse Galilei? E
come mai ciascuno di noi sente parlare nella propria lingua
nativa? Siamo Parti, Medi, Elamìti; abitanti della Mesopotàmia,
della Giudea e della Cappadòcia, del Ponto e dell’Asia, della
Frìgia e della Panfìlia, dell’Egitto e delle parti della Libia vi-
"
284,"
cino a Cirène, Romani qui residenti, Giudei e prosèliti, Cretesi e Arabi, e li udiamo parlare nelle nostre lingue delle grandi
opere di Dio».
Parola di Dio.

SALMO RESPONSORIALE
Dal Salmo 103 (104)

Manda il tuo Spirito, Signore, a rinnovare la terra.
Oppure:

Alleluia, alleluia, alleluia.
Benedici il Signore, anima mia!
Sei tanto grande, Signore, mio Dio!
Quante sono le tue opere, Signore!
Le hai fatte tutte con saggezza;
la terra è piena delle tue creature.
Togli loro il respiro: muoiono,
e ritornano nella loro polvere.
Mandi il tuo spirito, sono creati,
e rinnovi la faccia della terra.
Sia per sempre la gloria del Signore;
gioisca il Signore delle sue opere.
A lui sia gradito il mio canto,
io gioirò nel Signore.
"
285,
286,
287,"MESSA DEL GIORNO

SECONDA LETTURA
Il frutto dello Spirito.

Dalla lettera di san Paolo apostolo ai Gàlati
5, 16-25

Fratelli, camminate secondo lo Spirito e non sarete

portati a soddisfare il desiderio della carne. La carne
infatti ha desideri contrari allo Spirito e lo Spirito ha
desideri contrari alla carne; queste cose si oppongono a vicenda, sicché voi non fate quello che vorreste.
Ma se vi lasciate guidare dallo Spirito, non siete sotto la Legge. Del resto sono ben note le opere della carne: fornicazione,
impurità, dissolutezza, idolatria, stregonerie, inimicizie, discordia, gelosia, dissensi, divisioni, fazioni, invidie, ubriachezze, orge e cose del genere. Riguardo a queste cose vi
preavviso, come già ho detto: chi le compie non erediterà il
regno di Dio. Il frutto dello Spirito invece è amore, gioia, pace, magnanimità, benevolenza, bontà, fedeltà, mitezza, dominio di sé; contro queste cose non c’è Legge.
sue passioni e i suoi desideri. Perciò se viviamo dello Spirito,
camminiamo anche secondo lo Spirito.
Parola di Dio.
"
288,"
SEQUENZA
Veni, Sancte Spíritus,
et emítte caélitus
lucis tuae rádium.

Vieni, Santo Spirito,
manda a noi dal cielo
un raggio della tua luce.

Veni, pater páuperum,
veni, dator múnerum,
veni, lumen córdium.

Vieni, padre dei poveri,
vieni, datore dei doni,
vieni, luce dei cuori.

Consolátor óptime,
dulcis hospes ánimae,
dulce refrigérium.

Consolatore perfetto,
ospite dolce dell’anima,
dolcissimo sollievo.

In labóre réquies,
in aestu tempéries,
in fletu solácium.

Nella fatica, riposo,
nella calura, riparo,
nel pianto, conforto.

O lux beatíssima,
reple cordis íntima
tuórum fidélium.

O luce beatissima,
invadi nell’intimo
il cuore dei tuoi fedeli.

Sine tuo númine,
nihil est in hómine,
nihil est innóxium.

Senza la tua forza,
nulla è nell’uomo,
nulla senza colpa.

Lava quod est sórdidum,
riga quod est áridum,
sana quod est sáucium.

Lava ciò che è sórdido,
bagna ciò che è árido,
sana ciò che sánguina.

Flecte quod est rígidum,
fove quod est frígidum,
rege quod est dévium.

Piega ciò che è rigido,
scalda ciò che è gelido,
drizza ciò che è sviato.

Da tuis fidélibus,
in te confidéntibus,
sacrum septenárium.

Dona ai tuoi fedeli,
che solo in te confidano,
i tuoi santi doni.

Da virtútis méritum,
da salútis éxitum,
da perénne gáudium.

Dona virtù e premio,
dona morte santa,
dona gioia eterna.
"
289,"MESSA DEL GIORNO

CANTO AL VANGELO
Alleluia, alleluia.
Vieni, Santo Spirito,
riempi i cuori dei tuoi fedeli
e accendi in essi il fuoco del tuo amore.
Alleluia.

VANGELO
Lo Spirito di verità vi guiderà a tutta la verità.

Dal Vangelo secondo Giovanni
15, 26-27; 16, 12-15

In quel tempo, Gesù disse ai suoi discepoli:


«Quando verrà il Paràclito, che io vi manderò
dal Padre, lo Spirito della verità che procede
dal Padre, egli darà testimonianza di me; e anche voi date testimonianza, perché siete con
me fin dal principio.
Molte cose ho ancora da dirvi, ma per il momento non siete
capaci di portarne il peso. Quando verrà lui, lo Spirito della
verità, vi guiderà a tutta la verità, perché non parlerà da se"
290,"
stesso, ma dirà tutto ciò che avrà udito e vi annuncerà le cose future. Egli mi glorificherà, perché prenderà da quel che è
mio e ve lo annuncerà. Tutto quello che il Padre possiede è
mio; per questo ho detto che prenderà da quel che è mio e ve
lo annuncerà».
Parola del Signore.

Nei luoghi dove, per consuetudine, i fedeli partecipano alla Messa del
lunedì e del martedì dopo Pentecoste, si riprendono le letture della Messa
della domenica di Pentecoste o si proclamano quelle proposte nel «Rito
della Confermazione».
"
291,"SOLENNITÀ
DEL SIGNORE
NEL TEMPO
ORDINARIO"
292,
293,"I DOMENICA DOPO PENTECOSTE

SOLENNITÀ
DELLA SS. TRINITÀ
PRIMA LETTURA

Il Signore è Dio lassù nei cieli e quaggiù sulla terra:
non ve n’è altro.

Dal libro del Deuteronòmio
4, 32-34.39-40

Mosè parlò al popolo dicendo:


«Interroga pure i tempi antichi, che furono prima di
te: dal giorno in cui Dio creò l’uomo sulla terra e da
un’estremità all’altra dei cieli, vi fu mai cosa grande come
questa e si udì mai cosa simile a questa? Che cioè un popolo
abbia udito la voce di Dio parlare dal fuoco, come l’hai udita
tu, e che rimanesse vivo?
O ha mai tentato un dio di andare a scegliersi una nazione in
mezzo a un’altra con prove, segni, prodigi e battaglie, con
mano potente e braccio teso e grandi terrori, come fece per
voi il Signore, vostro Dio, in Egitto, sotto i tuoi occhi?
Sappi dunque oggi e medita bene nel tuo cuore che il Signore
è Dio lassù nei cieli e quaggiù sulla terra: non ve n’è altro.
Osserva dunque le sue leggi e i suoi comandi che oggi ti do,
perché sia felice tu e i tuoi figli dopo di te e perché tu resti a
lungo nel paese che il Signore, tuo Dio, ti dà per sempre».
Parola di Dio.
"
294,"
SALMO RESPONSORIALE
Dal Salmo 32 (33)

Beato il popolo scelto dal Signore.
Retta è la parola del Signore
e fedele ogni sua opera.
Egli ama la giustizia e il diritto;
dell’amore del Signore è piena la terra.
Dalla parola del Signore furono fatti i cieli,
dal soffio della sua bocca ogni loro schiera.
Perché egli parlò e tutto fu creato,
comandò e tutto fu compiuto.
Ecco, l’occhio del Signore è su chi lo teme,
su chi spera nel suo amore,
per liberarlo dalla morte
e nutrirlo in tempo di fame.
L’anima nostra attende il Signore:
egli è nostro aiuto e nostro scudo.
Su di noi sia il tuo amore, Signore,
come da te noi speriamo.
"
295,"SS. TRINITÀ

SECONDA LETTURA

Avete ricevuto lo Spirito che rende figli adottivi,
per mezzo del quale gridiamo: «Abbà! Padre!».

Dalla lettera di san Paolo apostolo ai Romani
8, 14-17

Fratelli, tutti quelli che sono guidati dallo Spirito di

Dio, questi sono figli di Dio. E voi non avete ricevuto
uno spirito da schiavi per ricadere nella paura, ma
avete ricevuto lo Spirito che rende figli adottivi, per mezzo
del quale gridiamo: «Abbà! Padre!».
Lo Spirito stesso, insieme al nostro spirito, attesta che siamo
figli di Dio. E se siamo figli, siamo anche eredi: eredi di Dio,
coeredi di Cristo, se davvero prendiamo parte alle sue sofferenze per partecipare anche alla sua gloria.
Parola di Dio.

CANTO AL VANGELO
Cf. Ap 1, 8

Alleluia, alleluia.
Gloria al Padre e al Figlio e allo Spirito Santo,
a Dio, che è, che era e che viene.
Alleluia."
296,"
VANGELO

Battezzate tutti i popoli nel nome del Padre
e del Figlio e dello Spirito Santo.

Dal Vangelo secondo Matteo
28, 16-20

In quel tempo, gli undici discepoli andarono in

Galilea, sul monte che Gesù aveva loro indicato.
Quando lo videro, si prostrarono. Essi però dubitarono.

Gesù si avvicinò e disse loro: «A me è stato dato ogni potere in cielo e sulla terra. Andate dunque e fate discepoli tutti i popoli, battezzandoli nel nome del Padre e del
Figlio e dello Spirito Santo, insegnando loro a osservare tutto
ciò che vi ho comandato. Ed ecco, io sono con voi tutti i giorni, fino alla fine del mondo».
Parola del Signore.
"
297,"II DOMENICA DOPO PENTECOSTE

SOLENNITÀ DEL SS. CORPO
E SANGUE DI CRISTO
PRIMA LETTURA

Ecco il sangue dell’alleanza
che il Signore ha concluso con voi.

Dal libro dell’Èsodo
24, 3-8

In quei giorni, Mosè andò a riferire al popolo tutte le

parole del Signore e tutte le norme. Tutto il popolo
rispose a una sola voce dicendo: «Tutti i comandamenti che il Signore ha dato, noi li eseguiremo!».
Mosè scrisse tutte le parole del Signore. Si alzò di buon mattino ed eresse un altare ai piedi del monte, con dodici stele
per le dodici tribù d’Israele. Incaricò alcuni giovani tra gli
Israeliti di offrire olocausti e di sacrificare giovenchi come
sacrifici di comunione, per il Signore.
Mosè prese la metà del sangue e la mise in tanti catini e ne
versò l’altra metà sull’altare. Quindi prese il libro dell’alleanza e lo lesse alla presenza del popolo. Dissero: «Quanto ha
detto il Signore, lo eseguiremo e vi presteremo ascolto».
Mosè prese il sangue e ne asperse il popolo, dicendo: «Ecco il
sangue dell’alleanza che il Signore ha concluso con voi sulla
base di tutte queste parole!».
Parola di Dio.
"
298,"
SALMO RESPONSORIALE
Dal Salmo 115 (116)

Alzerò il calice della salvezza e invocherò
il nome del Signore.
Che cosa renderò al Signore,
per tutti i benefici che mi ha fatto?
Alzerò il calice della salvezza
e invocherò il nome del Signore.
Agli occhi del Signore è preziosa
la morte dei suoi fedeli.
Io sono tuo servo, figlio della tua schiava:
tu hai spezzato le mie catene.
A te offrirò un sacrificio di ringraziamento
e invocherò il nome del Signore.
Adempirò i miei voti al Signore
davanti a tutto il suo popolo.
"
299,"SS. CORPO E SANGUE DI CRISTO

SECONDA LETTURA

Il sangue di Cristo purificherà la nostra coscienza.

Dalla lettera agli Ebrei
9, 11-15

Fratelli, Cristo è venuto come sommo sacerdote dei

beni futuri, attraverso una tenda più grande e più
perfetta, non costruita da mano d’uomo, cioè non
appartenente a questa creazione. Egli entrò una volta per
sempre nel santuario, non mediante il sangue di capri e di vitelli, ma in virtù del proprio sangue, ottenendo così una redenzione eterna.
Infatti, se il sangue dei capri e dei vitelli e la cenere di una
giovenca, sparsa su quelli che sono contaminati, li santificano purificandoli nella carne, quanto più il sangue di Cristo –
il quale, mosso dallo Spirito eterno, offrì se stesso senza
macchia a Dio – purificherà la nostra coscienza dalle opere di
morte, perché serviamo al Dio vivente?
Per questo egli è mediatore di un’alleanza nuova, perché, essendo intervenuta la sua morte in riscatto delle trasgressioni
commesse sotto la prima alleanza, coloro che sono stati chiamati ricevano l’eredità eterna che era stata promessa.
Parola di Dio.
"
300,"
SEQUENZA
La sequenza è facoltativa e si può cantare o recitare anche nella forma breve, a cominciare dalla strofa: Ecce panis.
Se la sequenza viene omessa, segue il CANTO AL VANGELO.
[Lauda Sion Salvatórem,
lauda ducem et pastórem,
in hymnis et cánticis.

[Sion, loda il Salvatore,
la tua guida, il tuo pastore
con inni e cantici.

Quantum potes, tantum aude:
quia maior omni laude,
nec laudáre súfficis.

Impegna tutto il tuo fervore:
egli supera ogni lode,
non vi è canto che sia degno.

Laudis thema speciális,
panis vivus et vitális
hódie propónitur.

Pane vivo, che dà vita:
questo è tema del tuo canto,
oggetto della lode.

Quem in sacrae mensa cenae,
turbae fratrum duodénae
datum non ambígitur.

Veramente fu donato
agli apostoli riuniti
in fraterna e sacra cena.

Sit laus plena, sit sonóra,
sit iucúnda, sit decóra
mentis iubilátio.

Lode piena e risonante,
gioia nobile e serena
sgorghi oggi dallo spirito.

Dies enim sollémnis ágitur,
in qua mensae prima recólitur
huius institútio.

Questa è la festa solenne
nella quale celebriamo
la prima sacra cena.

In hac mensa novi Regis,
novum Pascha novae legis,
Phase vetus términat.

È il banchetto del nuovo Re,
nuova Pasqua, nuova legge;
e l’antico è giunto a termine.

Vetustátem nóvitas,
umbram fugat véritas,
noctem lux elíminat.

Cede al nuovo il rito antico,
la realtà disperde l’ombra:
luce, non più tenebra.

Quod in cena Christus gessit,
faciéndum hoc expréssit
in sui memóriam.

Cristo lascia in sua memoria
ciò che ha fatto nella cena:
noi lo rinnoviamo.
"
