testo,pagina
"sarà dato: una misura buona, pigiata, colma e traboccante vi sarà versata nel grembo, perché con la misura con la quale misurate, sarà misurato a voi in cambio». Parola del Signore.",348
"Quando si scuote un setaccio restano i rifiuti; così quando un uomo discute, ne appaiono i difetti. I vasi del ceramista li mette a prova la fornace, così il modo di ragionare è il banco di prova per un uomo. Il frutto dimostra come è coltivato l’albero, così la parola rivela i pensieri del cuore. Non lodare nessuno prima che abbia parlato, poiché questa è la prova degli uomini. Parola di Dio. PRIMA LETTURA Non lodare nessuno prima che abbia parlato. Dal libro del Siràcide 27, 5-8 (NV) [gr. 27, 4-7] VIII DOMENICA DEL TEMPO ORDINARIO",349
"È bello rendere grazie al Signore. È bello rendere grazie al Signore e cantare al tuo nome, o Altissimo, annunciare al mattino il tuo amore, la tua fedeltà lungo la notte. Il giusto fiorirà come palma, crescerà come cedro del Libano; piantati nella casa del Signore, fioriranno negli atri del nostro Dio. Nella vecchiaia daranno ancora frutti, saranno verdi e rigogliosi, per annunciare quanto è retto il Signore, mia roccia: in lui non c’è malvagità. SALMO RESPONSORIALE Dal Salmo 91 (92)",350
"Alleluia, alleluia. Risplendete come astri nel mondo, tenendo salda la parola di vita. Alleluia. Fratelli, quando questo corpo corruttibile si sarà vestito d’incorruttibilità e questo corpo mortale d’immortalità, si compirà la parola della Scrittura: «La morte è stata inghiottita nella vittoria. Dov’è, o morte, la tua vittoria? Dov’è, o morte, il tuo pungiglione?». Il pungiglione della morte è il peccato e la forza del peccato è la Legge. Siano rese grazie a Dio, che ci dà la vittoria per mezzo del Signore nostro Gesù Cristo! Perciò, fratelli miei carissimi, rimanete saldi e irremovibili, progredendo sempre più nell’opera del Signore, sapendo che la vostra fatica non è vana nel Signore. Parola di Dio. SECONDA LETTURA Ci ha dato la vittoria per mezzo di Gesù Cristo. Dalla prima lettera di san Paolo apostolo ai Corìnzi 15, 54-58 CANTO AL VANGELO Fil 2, 15d.16a",351
"In quel tempo, Gesù disse ai suoi discepoli una parabola: «Può forse un cieco guidare un altro cieco? Non cadranno tutti e due in un fosso? Un discepolo non è più del maestro; ma ognuno, che sia ben preparato, sarà come il suo maestro. Perché guardi la pagliuzza che è nell’occhio del tuo fratello e non ti accorgi della trave che è nel tuo occhio? Come puoi dire al tuo fratello: “Fratello, lascia che tolga la pagliuzza che è nel tuo occhio”, mentre tu stesso non vedi la trave che è nel tuo occhio? Ipocrita! Togli prima la trave dal tuo occhio e allora ci vedrai bene per togliere la pagliuzza dall’occhio del tuo fratello. Non vi è albero buono che produca un frutto cattivo, né vi è d’altronde albero cattivo che produca un frutto buono. Ogni albero infatti si riconosce dal suo frutto: non si raccolgono fichi dagli spini, né si vendemmia uva da un rovo. L’uomo buono dal buon tesoro del suo cuore trae fuori il bene; l’uomo cattivo dal suo cattivo tesoro trae fuori il male: la sua bocca infatti esprime ciò che dal cuore sovrabbonda». Parola del Signore. Dal Vangelo secondo Luca 6, 39-45 VANGELO La bocca esprime ciò che dal cuore sovrabbonda.",352
"In quei giorni, Salomone pregò nel tempio dicendo: «[Signore,] anche lo straniero, che non è del tuo popolo Israele, se viene da una terra lontana a causa del tuo nome, perché si sentirà parlare del tuo grande nome, della tua mano potente e del tuo braccio teso, se egli viene a pregare in questo tempio, tu ascolta nel cielo, luogo della tua dimora, e fa’ tutto quello per cui ti avrà invocato lo straniero, perché tutti i popoli della terra conoscano il tuo nome, ti temano come il tuo popolo Israele e sappiano che il tuo nome è stato invocato su questo tempio che io ho costruito». Parola di Dio. PRIMA LETTURA Se viene lo straniero, tu, o Signore, ascoltalo. Dal primo libro dei Re 8, 41-43 IX DOMENICA DEL TEMPO ORDINARIO",353
"Paolo, apostolo non da parte di uomini, né per mezzo di uomo, ma per mezzo di Gesù Cristo e di Dio Padre che lo ha risuscitato dai morti, e tutti i fratelli che sono con me, alle Chiese della Galazia. Mi meraviglio che, così in fretta, da colui che vi ha chiamati con la grazia di Cristo voi passiate a un altro Vangelo. Però non ce n’è un altro, se non che vi sono alcuni che vi turbano e vogliono sovvertire il vangelo di Cristo. Ma se anche noi stessi, oppure un angelo dal cielo vi annunciasse un Vangelo diverso da quello che vi abbiamo annunciato, sia anàtema! L’abbiamo già detto e ora lo ripeto: se qualcuno vi annuncia un Vangelo diverso da quello che avete ricevuto, sia anàtema! SECONDA LETTURA Se cercassi ancora di piacere agli uomini, non sarei servitore di Cristo! Dalla lettera di san Paolo apostolo ai Gàlati 1, 1-2.6-10 Popoli tutti, lodate il Signore. Genti tutte, lodate il Signore, popoli tutti, cantate la sua lode. Perché forte è il suo amore per noi e la fedeltà del Signore dura per sempre. SALMO RESPONSORIALE Salmo 116 (117)",354
"Alleluia, alleluia. Dio ha tanto amato il mondo da dare il Figlio unigenito; chiunque crede in lui ha la vita eterna. Alleluia. Infatti, è forse il consenso degli uomini che cerco, oppure quello di Dio? O cerco di piacere agli uomini? Se cercassi ancora di piacere agli uomini, non sarei servitore di Cristo! Parola di Dio. CANTO AL VANGELO Gv 3, 16",355
"In quel tempo, Gesù, quando ebbe terminato di rivolgere tutte le sue parole al popolo che stava in ascolto, entrò in Cafàrnao. Il servo di un centurione era ammalato e stava per morire. Il centurione l’aveva molto caro. Perciò, avendo udito parlare di Gesù, gli mandò alcuni anziani dei Giudei a pregarlo di venire e di salvare il suo servo. Costoro, giunti da Gesù, lo supplicavano con insistenza: «Egli merita che tu gli conceda quello che chiede – dicevano –, perché ama il nostro popolo ed è stato lui a costruirci la sinagoga». Gesù si incamminò con loro. Non era ormai molto distante dalla casa, quando il centurione mandò alcuni amici a dirgli: «Signore, non disturbarti! Io non sono degno che tu entri sotto il mio tetto; per questo io stesso non mi sono ritenuto degno di venire da te; ma di’ una parola e il mio servo sarà guarito. Anch’io infatti sono nella condizione di subalterno e ho dei soldati sotto di me e dico a uno: “Va’!”, ed egli va; e a un altro: “Vieni!”, ed egli viene; e al mio servo: “Fa’ questo!”, ed egli lo fa». All’udire questo, Gesù lo ammirò e, volgendosi alla folla che lo seguiva, disse: «Io vi dico che neanche in Israele ho trovato una fede così grande!». E gli inviati, quando tornarono a casa, trovarono il servo guarito. Parola del Signore. Dal Vangelo secondo Luca 7, 1-10 VANGELO Neanche in Israele ho trovato una fede così grande.",356
"X DOMENICA DEL TEMPO ORDINARIOn quei giorni, il figlio della padrona di casa [la vedova di Sarepta di Sidòne] si ammalò. La sua malattia si aggravò tanto che egli cessò di respirare. Allora lei disse a Elìa: «Che cosa c’è fra me e te, o uomo di Dio? Sei venuto da me per rinnovare il ricordo della mia colpa e per far morire mio figlio?». Elìa le disse: «Dammi tuo figlio». Glielo prese dal seno, lo portò nella stanza superiore, dove abitava, e lo stese sul letto. Quindi invocò il Signore: «Signore, mio Dio, vuoi fare del male anche a questa vedova che mi ospita, tanto da farle morire il figlio?». Si distese tre volte sul bambino e invocò il Signore: «Signore, mio Dio, la vita di questo bambino torni nel suo corpo». Il Signore ascoltò la voce di Elìa; la vita del bambino tornò nel suo corpo e quegli riprese a vivere. Elìa prese il bambino, lo portò giù nella casa dalla stanza superiore e lo consegnò alla madre. Elìa disse: «Guarda! Tuo figlio vive». La donna disse a Elìa: «Ora so veramente che tu sei uomo di Dio e che la parola del Signore nella tua bocca è verità». Parola di Dio. PRIMA LETTURA Tuo figlio vive. Dal primo libro dei Re 17, 17-24 I",357
"Ti esalterò, Signore, perché mi hai risollevato. Ti esalterò, Signore, perché mi hai risollevato, non hai permesso ai miei nemici di gioire su di me. Signore, hai fatto risalire la mia vita dagli inferi, mi hai fatto rivivere perché non scendessi nella fossa. Cantate inni al Signore, o suoi fedeli, della sua santità celebrate il ricordo, perché la sua collera dura un istante, la sua bontà per tutta la vita. Alla sera ospite è il pianto e al mattino la gioia. Ascolta, Signore, abbi pietà di me, Signore, vieni in mio aiuto! Hai mutato il mio lamento in danza, Signore, mio Dio, ti renderò grazie per sempre. SALMO RESPONSORIALE Dal Salmo 29 (30)",358
"Vi dichiaro, fratelli, che il Vangelo da me annunciato non segue un modello umano; infatti io non l’ho ricevuto né l’ho imparato da uomini, ma per rivelazione di Gesù Cristo. Voi avete certamente sentito parlare della mia condotta di un tempo nel giudaismo: perseguitavo ferocemente la Chiesa di Dio e la devastavo, superando nel giudaismo la maggior parte dei miei coetanei e connazionali, accanito com’ero nel sostenere le tradizioni dei padri. Ma quando Dio, che mi scelse fin dal seno di mia madre e mi chiamò con la sua grazia, si compiacque di rivelare in me il Figlio suo perché lo annunciassi in mezzo alle genti, subito, senza chiedere consiglio a nessuno, senza andare a Gerusalemme da coloro che erano apostoli prima di me, mi recai in Arabia e poi ritornai a Damasco. In seguito, tre anni dopo, salii a Gerusalemme per andare a conoscere Cefa e rimasi presso di lui quindici giorni; degli apostoli non vidi nessun altro, se non Giacomo, il fratello del Signore. Parola di Dio. SECONDA LETTURA Si compiacque di rivelare in me il Figlio suo perché lo annunciassi in mezzo alle genti. Dalla lettera di san Paolo apostolo ai Gàlati 1, 11-19",359
"Alleluia, alleluia. Un grande profeta è sorto tra noi, e Dio ha visitato il suo popolo. Alleluia. In quel tempo, Gesù si recò in una città chiamata Nain, e con lui camminavano i suoi discepoli e una grande folla. Quando fu vicino alla porta della città, ecco, veniva portato alla tomba un morto, unico figlio di una madre rimasta vedova; e molta gente della città era con lei. Vedendola, il Signore fu preso da grande compassione per lei e le disse: «Non piangere!». Si avvicinò e toccò la bara, mentre i portatori si fermarono. Poi disse: «Ragazzo, dico a te, àlzati!». Il morto si mise seduto e cominciò a parlare. Ed egli lo restituì a sua madre. Dal Vangelo secondo Luca 7, 11-17 VANGELO Ragazzo, dico a te, alzati! CANTO AL VANGELO Lc 7, 16",360
"Tutti furono presi da timore e glorificavano Dio, dicendo: «Un grande profeta è sorto tra noi», e: «Dio ha visitato il suo popolo». Questa fama di lui si diffuse per tutta quanta la Giudea e in tutta la regione circostante. Parola del Signore.",361
"In quei giorni, Natan disse a Davide: «Così dice il Signore, Dio d’Israele: Io ti ho unto re d’Israele e ti ho liberato dalle mani di Saul, ti ho dato la casa del tuo padrone e ho messo nelle tue braccia le donne del tuo padrone, ti ho dato la casa d’Israele e di Giuda e, se questo fosse troppo poco, io vi aggiungerei anche altro. Perché dunque hai disprezzato la parola del Signore, facendo ciò che è male ai suoi occhi? Tu hai colpito di spada Urìa l’Ittìta, hai preso in moglie la moglie sua e lo hai ucciso con la spada degli Ammonìti. Ebbene, la spada non si allontanerà mai dalla tua casa, poiché tu mi hai disprezzato e hai preso in moglie la moglie di Urìa l’Ittìta». Allora Davide disse a Natan: «Ho peccato contro il Signore!». Natan rispose a Davide: «Il Signore ha rimosso il tuo peccato: tu non morirai». Parola di Dio. PRIMA LETTURA Il Signore ha rimosso il tuo peccato: tu non morirai. Dal secondo libro di Samuèle 12, 7-10.13 XI DOMENICA DEL TEMPO ORDINARIO",362
"Togli, Signore, la mia colpa e il mio peccato. Beato l’uomo a cui è tolta la colpa e coperto il peccato. Beato l’uomo a cui Dio non imputa il delitto e nel cui spirito non è inganno. Ti ho fatto conoscere il mio peccato, non ho coperto la mia colpa. Ho detto: «Confesserò al Signore le mie iniquità» e tu hai tolto la mia colpa e il mio peccato. Tu sei il mio rifugio, mi liberi dall’angoscia, mi circondi di canti di liberazione. Rallegratevi nel Signore ed esultate, o giusti! Voi tutti, retti di cuore, gridate di gioia. SALMO RESPONSORIALE Dal Salmo 31 (32)",363
"Fratelli, sapendo che l’uomo non è giustificato per le opere della Legge ma soltanto per mezzo della fede in Gesù Cristo, abbiamo creduto anche noi in Cristo Gesù per essere giustificati per la fede in Cristo e non per le opere della Legge; poiché per le opere della Legge non verrà mai giustificato nessuno. In realtà mediante la Legge io sono morto alla Legge, affinché io viva per Dio. Sono stato crocifisso con Cristo, e non vivo più io, ma Cristo vive in me. E questa vita, che io vivo nel corpo, la vivo nella fede del Figlio di Dio, che mi ha amato e ha consegnato se stesso per me. Dunque non rendo vana la grazia di Dio; infatti, se la giustificazione viene dalla Legge, Cristo è morto invano. Parola di Dio. Alleluia, alleluia. Dio ha amato noi e ha mandato il suo Figlio come vittima di espiazione per i nostri peccati. Alleluia. SECONDA LETTURA Non vivo più io, ma Cristo vive in me. Dalla lettera di san Paolo apostolo ai Gàlati 2, 16.19-21 CANTO AL VANGELO 1 Gv 4, 10b",364
"In quel tempo, uno dei farisei invitò Gesù a mangiare da lui. Egli entrò nella casa del fariseo e si mise a tavola. Ed ecco, una donna, una peccatrice di quella città, saputo che si trovava nella casa del fariseo, portò un vaso di profumo; stando dietro, presso i piedi di lui, piangendo, cominciò a bagnarli di lacrime, poi li asciugava con i suoi capelli, li baciava e li cospargeva di profumo. Vedendo questo, il fariseo che l’aveva invitato disse tra sé: «Se costui fosse un profeta, saprebbe chi è, e di quale genere è la donna che lo tocca: è una peccatrice!». Gesù allora gli disse: «Simone, ho da dirti qualcosa». Ed egli rispose: «Di’ pure, maestro». «Un creditore aveva due debitori: uno gli doveva cinquecento denari, l’altro cinquanta. Non avendo essi di che restituire, condonò il debito a tutti e due. Chi di loro dunque lo amerà di più?». Simone rispose: «Suppongo sia colui al quale ha condonato di più». Gli disse Gesù: «Hai giudicato bene». E, volgendosi verso la donna, disse a Simone: «Vedi questa donna? Sono entrato in casa tua e tu non mi hai dato l’acqua per i piedi; lei invece mi ha bagnato i piedi con le lacrime e li ha asciugati con i suoi capelli. Tu non mi hai dato un bacio; lei invece, da quando sono entrato, non ha cessato di baciarDal Vangelo secondo Luca 7, 36 – 8, 3 VANGELO Sono perdonati i suoi molti peccati, perché ha molto amato.",365
"In quel tempo, uno dei farisei invitò Gesù a mangiare da lui. Egli entrò nella casa del fariseo e si mise a tavola. Ed ecco, una donna, una peccatrice di quella città, saputo che si trovava nella casa del fariseo, portò un vaso di profumo; stando dietro, presso i piedi di lui, pianmi i piedi. Tu non hai unto con olio il mio capo; lei invece mi ha cosparso i piedi di profumo. Per questo io ti dico: sono perdonati i suoi molti peccati, perché ha molto amato. Invece colui al quale si perdona poco, ama poco». Poi disse a lei: «I tuoi peccati sono perdonati». Allora i commensali cominciarono a dire tra sé: «Chi è costui che perdona anche i peccati?». Ma egli disse alla donna: «La tua fede ti ha salvata; va’ in pace!». In seguito egli se ne andava per città e villaggi, predicando e annunciando la buona notizia del regno di Dio. C’erano con lui i Dodici e alcune donne che erano state guarite da spiriti cattivi e da infermità: Maria, chiamata Maddalena, dalla quale erano usciti sette demòni; Giovanna, moglie di Cuza, amministratore di Erode; Susanna e molte altre, che li servivano con i loro beni. Parola del Signore. Forma breve: Sono perdonati i suoi molti peccati, perché ha molto amato. Dal Vangelo secondo Luca 7, 36-50",366
"gendo, cominciò a bagnarli di lacrime, poi li asciugava con i suoi capelli, li baciava e li cospargeva di profumo. Vedendo questo, il fariseo che l’aveva invitato disse tra sé: «Se costui fosse un profeta, saprebbe chi è, e di quale genere è la donna che lo tocca: è una peccatrice!». Gesù allora gli disse: «Simone, ho da dirti qualcosa». Ed egli rispose: «Di’ pure, maestro». «Un creditore aveva due debitori: uno gli doveva cinquecento denari, l’altro cinquanta. Non avendo essi di che restituire, condonò il debito a tutti e due. Chi di loro dunque lo amerà di più?». Simone rispose: «Suppongo sia colui al quale ha condonato di più». Gli disse Gesù: «Hai giudicato bene». E, volgendosi verso la donna, disse a Simone: «Vedi questa donna? Sono entrato in casa tua e tu non mi hai dato l’acqua per i piedi; lei invece mi ha bagnato i piedi con le lacrime e li ha asciugati con i suoi capelli. Tu non mi hai dato un bacio; lei invece, da quando sono entrato, non ha cessato di baciarmi i piedi. Tu non hai unto con olio il mio capo; lei invece mi ha cosparso i piedi di profumo. Per questo io ti dico: sono perdonati i suoi molti peccati, perché ha molto amato. Invece colui al quale si perdona poco, ama poco». Poi disse a lei: «I tuoi peccati sono perdonati». Allora i commensali cominciarono a dire tra sé: «Chi è costui che perdona anche i peccati?». Ma egli disse alla donna: «La tua fede ti ha salvata; va’ in pace!». Parola del Signore.",367
"Così dice il Signore: «Riverserò sopra la casa di Davide e sopra gli abitanti di Gerusalemme uno spirito di grazia e di consolazione: guarderanno a me, colui che hanno trafitto. Ne faranno il lutto come si fa il lutto per un figlio unico, lo piangeranno come si piange il primogenito. In quel giorno grande sarà il lamento a Gerusalemme, simile al lamento di Adad-Rimmon nella pianura di Meghiddo. In quel giorno vi sarà per la casa di Davide e per gli abitanti di Gerusalemme una sorgente zampillante per lavare il peccato e l’impurità». Parola di Dio. PRIMA LETTURA Volgeranno lo sguardo a colui che hanno trafitto (Gv 19,37). Dal libro del profeta Zaccarìa 12, 10-11; 13, 1 XII DOMENICA DEL TEMPO ORDINARIO",368
"Ha sete di te, Signore, l’anima mia. O Dio, tu sei il mio Dio, dall’aurora io ti cerco, ha sete di te l’anima mia, desidera te la mia carne in terra arida, assetata, senz’acqua. Così nel santuario ti ho contemplato, guardando la tua potenza e la tua gloria. Poiché il tuo amore vale più della vita, le mie labbra canteranno la tua lode. Così ti benedirò per tutta la vita: nel tuo nome alzerò le mie mani. Come saziato dai cibi migliori, con labbra gioiose ti loderà la mia bocca. Quando penso a te che sei stato il mio aiuto, esulto di gioia all’ombra delle tue ali. A te si stringe l’anima mia: la tua destra mi sostiene. SALMO RESPONSORIALE Dal Salmo 62 (63)",369
"Alleluia, alleluia. Le mie pecore ascoltano la mia voce, dice il Signore, e io le conosco ed esse mi seguono. Alleluia. Fratelli, tutti voi siete figli di Dio mediante la fede in Cristo Gesù, poiché quanti siete stati battezzati in Cristo vi siete rivestiti di Cristo. Non c’è Giudeo né Greco; non c’è schiavo né libero; non c’è maschio e femmina, perché tutti voi siete uno in Cristo Gesù. Se appartenete a Cristo, allora siete discendenza di Abramo, eredi secondo la promessa. Parola di Dio. SECONDA LETTURA Quanti siete stati battezzati in Cristo vi siete rivestiti di Cristo. Dalla lettera di san Paolo apostolo ai Gàlati 3, 26-29 CANTO AL VANGELO Gv 10, 27",370
"Un giorno Gesù si trovava in un luogo solitario a pregare. I discepoli erano con lui ed egli pose loro questa domanda: «Le folle, chi dicono che io sia?». Essi risposero: «Giovanni il Battista; altri dicono Elìa; altri uno degli antichi profeti che è risorto». Allora domandò loro: «Ma voi, chi dite che io sia?». Pietro rispose: «Il Cristo di Dio». Egli ordinò loro severamente di non riferirlo ad alcuno. «Il Figlio dell’uomo – disse – deve soffrire molto, essere rifiutato dagli anziani, dai capi dei sacerdoti e dagli scribi, venire ucciso e risorgere il terzo giorno». Poi, a tutti, diceva: «Se qualcuno vuole venire dietro a me, rinneghi se stesso, prenda la sua croce ogni giorno e mi segua. Chi vuole salvare la propria vita, la perderà, ma chi perderà la propria vita per causa mia, la salverà». Parola del Signore. Dal Vangelo secondo Luca 9, 18-24 VANGELO Tu sei il Cristo di Dio. Il Figlio dell’uomo deve soffrire molto.",371
"In quei giorni, il Signore disse a Elìa: «Ungerai Eliseo, figlio di Safat, di Abel-Mecolà, come profeta al tuo posto». Partito di lì, Elìa trovò Eliseo, figlio di Safat. Costui arava con dodici paia di buoi davanti a sé, mentre egli stesso guidava il dodicesimo. Elìa, passandogli vicino, gli gettò addosso il suo mantello. Quello lasciò i buoi e corse dietro a Elìa, dicendogli: «Andrò a baciare mio padre e mia madre, poi ti seguirò». Elìa disse: «Va’ e torna, perché sai che cosa ho fatto per te». Allontanatosi da lui, Eliseo prese un paio di buoi e li uccise; con la legna del giogo dei buoi fece cuocere la carne e la diede al popolo, perché la mangiasse. Quindi si alzò e seguì Elìa, entrando al suo servizio. Parola di Dio. PRIMA LETTURA Eliseo si alzò e seguì Elìa. Dal primo libro dei Re 19, 16b.19-21 XIII DOMENICA DEL TEMPO ORDINARIO",372
"Sei tu, Signore, l’unico mio bene. Proteggimi, o Dio: in te mi rifugio. Ho detto al Signore: «Il mio Signore sei tu». Il Signore è mia parte di eredità e mio calice: nelle tue mani è la mia vita. Benedico il Signore che mi ha dato consiglio; anche di notte il mio animo mi istruisce. Io pongo sempre davanti a me il Signore, sta alla mia destra, non potrò vacillare. Per questo gioisce il mio cuore ed esulta la mia anima; anche il mio corpo riposa al sicuro, perché non abbandonerai la mia vita negli inferi, né lascerai che il tuo fedele veda la fossa. Mi indicherai il sentiero della vita, gioia piena alla tua presenza, dolcezza senza fine alla tua destra. SALMO RESPONSORIALE Dal Salmo 15 (16)",373
"Fratelli, Cristo ci ha liberati per la libertà! State dunque saldi e non lasciatevi imporre di nuovo il giogo della schiavitù. Voi infatti, fratelli, siete stati chiamati a libertà. Che questa libertà non divenga però un pretesto per la carne; mediante l’amore siate invece a servizio gli uni degli altri. Tutta la Legge infatti trova la sua pienezza in un solo precetto: «Amerai il tuo prossimo come te stesso». Ma se vi mordete e vi divorate a vicenda, badate almeno di non distruggervi del tutto gli uni gli altri! Vi dico dunque: camminate secondo lo Spirito e non sarete portati a soddisfare il desiderio della carne. La carne infatti ha desideri contrari allo Spirito e lo Spirito ha desideri contrari alla carne; queste cose si oppongono a vicenda, sicché voi non fate quello che vorreste. Ma se vi lasciate guidare dallo Spirito, non siete sotto la Legge. Parola di Dio. SECONDA LETTURA Siete stati chiamati alla libertà. Dalla lettera di san Paolo apostolo ai Gàlati 5, 1.13-18",374
"Alleluia, alleluia. Parla, Signore, perché il tuo servo ti ascolta: tu hai parole di vita eterna. Alleluia. Mentre stavano compiendosi i giorni in cui sarebbe stato elevato in alto, Gesù prese la ferma decisione di mettersi in cammino verso Gerusalemme e mandò messaggeri davanti a sé. Questi si incamminarono ed entrarono in un villaggio di Samaritani per preparargli l’ingresso. Ma essi non vollero riceverlo, perché era chiaramente in cammino verso Gerusalemme. Quando videro ciò, i discepoli Giacomo e Giovanni dissero: «Signore, vuoi che diciamo che scenda un fuoco dal cielo e li consumi?». Si voltò e li rimproverò. E si misero in cammino verso un altro villaggio. Dal Vangelo secondo Luca 9, 51-62 VANGELO Prese la ferma decisione di mettersi in cammino verso Gerusalemme. Ti seguirò ovunque tu vada. CANTO AL VANGELO 1 Sam 3, 9; Gv 6, 68c",375
"Mentre camminavano per la strada, un tale gli disse: «Ti seguirò dovunque tu vada». E Gesù gli rispose: «Le volpi hanno le loro tane e gli uccelli del cielo i loro nidi, ma il Figlio dell’uomo non ha dove posare il capo». A un altro disse: «Seguimi». E costui rispose: «Signore, permettimi di andare prima a seppellire mio padre». Gli replicò: «Lascia che i morti seppelliscano i loro morti; tu invece va’ e annuncia il regno di Dio». Un altro disse: «Ti seguirò, Signore; prima però lascia che io mi congedi da quelli di casa mia». Ma Gesù gli rispose: «Nessuno che mette mano all’aratro e poi si volge indietro, è adatto per il regno di Dio». Parola del Signore.",376
"Rallegratevi con Gerusalemme, esultate per essa tutti voi che l’amate. Sfavillate con essa di gioia tutti voi che per essa eravate in lutto. Così sarete allattati e vi sazierete al seno delle sue consolazioni; succhierete e vi delizierete al petto della sua gloria. Perché così dice il Signore: «Ecco, io farò scorrere verso di essa, come un fiume, la pace; come un torrente in piena, la gloria delle genti. Voi sarete allattati e portati in braccio, e sulle ginocchia sarete accarezzati. Come una madre consola un figlio, così io vi consolerò; a Gerusalemme sarete consolati. Voi lo vedrete e gioirà il vostro cuore, le vostre ossa saranno rigogliose come l’erba. La mano del Signore si farà conoscere ai suoi servi». Parola di Dio. PRIMA LETTURA Io farò scorrere verso di essa, come un fiume, la pace. Dal libro del profeta Isaìa 66, 10-14c XIV DOMENICA DEL TEMPO ORDINARIO",377
"Acclamate Dio, voi tutti della terra. Acclamate Dio, voi tutti della terra, cantate la gloria del suo nome, dategli gloria con la lode. Dite a Dio: «Terribili sono le tue opere!». «A te si prostri tutta la terra, a te canti inni, canti al tuo nome». Venite e vedete le opere di Dio, terribile nel suo agire sugli uomini. Egli cambiò il mare in terraferma; passarono a piedi il fiume: per questo in lui esultiamo di gioia. Con la sua forza domina in eterno. Venite, ascoltate, voi tutti che temete Dio, e narrerò quanto per me ha fatto. Sia benedetto Dio, che non ha respinto la mia preghiera, non mi ha negato la sua misericordia. SALMO RESPONSORIALE Dal Salmo 65 (66)",378
"Alleluia, alleluia. La pace di Cristo regni nei vostri cuori; la parola di Cristo abiti tra voi nella sua ricchezza. Alleluia. Fratelli, quanto a me non ci sia altro vanto che nella croce del Signore nostro Gesù Cristo, per mezzo della quale il mondo per me è stato crocifisso, come io per il mondo. Non è infatti la circoncisione che conta, né la non circoncisione, ma l’essere nuova creatura. E su quanti seguiranno questa norma sia pace e misericordia, come su tutto l’Israele di Dio. D’ora innanzi nessuno mi procuri fastidi: io porto le stigmate di Gesù sul mio corpo. La grazia del Signore nostro Gesù Cristo sia con il vostro spirito, fratelli. Amen. Parola di Dio. SECONDA LETTURA Porto le stigmate di Gesù sul mio corpo. Dalla lettera di san Paolo apostolo ai Gàlati 6, 14-18 CANTO AL VANGELO Col 3, 15a-16a",379
"In quel tempo, il Signore designò altri settantadue e li inviò a due a due davanti a sé in ogni città e luogo dove stava per recarsi. Diceva loro: «La messe è abbondante, ma sono pochi gli operai! Pregate dunque il signore della messe, perché mandi operai nella sua messe! Andate: ecco, vi mando come agnelli in mezzo a lupi; non portate borsa, né sacca, né sandali e non fermatevi a salutare nessuno lungo la strada. In qualunque casa entriate, prima dite: “Pace a questa casa!” . Se vi sarà un figlio della pace, la vostra pace scenderà su di lui, altrimenti ritornerà su di voi. Restate in quella casa, mangiando e bevendo di quello che hanno, perché chi lavora ha diritto alla sua ricompensa. Non passate da una casa all’altra. Quando entrerete in una città e vi accoglieranno, mangiate quello che vi sarà offerto, guarite i malati che vi si trovano, e dite loro: “È vicino a voi il regno di Dio”. Ma quando entrerete in una città e non vi accoglieranno, uscite sulle sue piazze e dite: “Anche la polvere della vostra città, che si è attaccata ai nostri piedi, noi la scuotiamo contro di voi; sappiate però che il regno di Dio è vicino”. Io vi dico che, in quel giorno, Sòdoma sarà trattata meno duramente di quella città». Dal Vangelo secondo Luca 10, 1-12.17-20 VANGELO La vostra pace scenderà su di lui.",380
"I settantadue tornarono pieni di gioia, dicendo: «Signore, anche i demòni si sottomettono a noi nel tuo nome». Egli disse loro: «Vedevo Satana cadere dal cielo come una folgore. Ecco, io vi ho dato il potere di camminare sopra serpenti e scorpioni e sopra tutta la potenza del nemico: nulla potrà danneggiarvi. Non rallegratevi però perché i demòni si sottomettono a voi; rallegratevi piuttosto perché i vostri nomi sono scritti nei cieli». Parola del Signore. In quel tempo, il Signore designò altri settantadue e li inviò a due a due davanti a sé in ogni città e luogo dove stava per recarsi. Diceva loro: «La messe è abbondante, ma sono pochi gli operai! Pregate dunque il signore della messe, perché mandi chi lavori nella sua messe! Andate: ecco, vi mando come agnelli in mezzo a lupi; non portate borsa, né sacca, né sandali e non fermatevi a salutare nessuno lungo la strada. In qualunque casa entriate, prima dite: “Pace a questa casa!”. Se vi sarà un figlio della pace, la vostra pace scenderà su di Dal Vangelo secondo Luca 10, 1-9 Forma breve: La vostra pace scenderà su di lui.",381
"lui, altrimenti ritornerà su di voi. Restate in quella casa, mangiando e bevendo di quello che hanno, perché chi lavora ha diritto alla sua ricompensa. Non passate da una casa all’altra. Quando entrerete in una città e vi accoglieranno, mangiate quello che vi sarà offerto, guarite i malati che vi si trovano, e dite loro: “È vicino a voi il regno di Dio”». Parola del Signore.",382
