pagina,testo
253,"9-10-2007



VEGLIA PASQUALE NELLA NOTTE SANTA

EPISTOLA

Cristo risorto dai morti non muore più.

Dalla lettera di san Paolo apostolo ai Romani
6, 3-11

Fratelli, non sapete che quanti siamo stati battezzati

in Cristo Gesù, siamo stati battezzati nella sua morte?

Per mezzo del battesimo dunque siamo stati sepolti
insieme a lui nella morte affinché, come Cristo fu risuscitato
dai morti per mezzo della gloria del Padre, così anche noi
possiamo camminare in una vita nuova. Se infatti siamo stati
intimamente uniti a lui a somiglianza della sua morte, lo saremo anche a somiglianza della sua risurrezione.
Lo sappiamo: l’uomo vecchio che è in noi è stato crocifisso
con lui, affinché fosse reso inefficace questo corpo di peccato, e noi non fossimo più schiavi del peccato. Infatti chi è
morto, è liberato dal peccato.
Ma se siamo morti con Cristo, crediamo che anche vivremo
con lui, sapendo che Cristo, risorto dai morti, non muore più;
la morte non ha più potere su di lui. Infatti egli morì, e morì
per il peccato una volta per tutte; ora invece vive, e vive per
Dio. Così anche voi consideratevi morti al peccato, ma viventi
per Dio, in Cristo Gesù.
Parola di Dio.
"
254,"9-10-2007



DOMENICA DI PASQUA

SALMO RESPONSORIALE
Dal Salmo 117 (118)

Alleluia, alleluia, alleluia.
Rendete grazie al Signore perché è buono,
perché il suo amore è per sempre.
Dica Israele:
«Il suo amore è per sempre».
La destra del Signore si è innalzata,
la destra del Signore ha fatto prodezze.
Non morirò, ma resterò in vita
e annuncerò le opere del Signore.
La pietra scartata dai costruttori
è divenuta la pietra d’angolo.
Questo è stato fatto dal Signore:
una meraviglia ai nostri occhi.
"
255,"9-10-2007



VEGLIA PASQUALE NELLA NOTTE SANTA

VANGELO

È risorto e vi precede in Galilea.

Dal Vangelo secondo Matteo
28, 1-10

Dopo il sabato, all’alba del primo giorno della

settimana, Maria di Màgdala e l’altra Maria andarono a visitare la tomba.

Ed ecco, vi fu un gran terremoto. Un angelo del
Signore, infatti, sceso dal cielo, si avvicinò, rotolò la pietra e si pose a sedere su di essa. Il suo aspetto era
come folgore e il suo vestito bianco come neve. Per lo spavento che ebbero di lui, le guardie furono scosse e rimasero
come morte.
L’angelo disse alle donne: «Voi non abbiate paura! So che cercate Gesù, il crocifisso. Non è qui. È risorto, infatti, come
aveva detto; venite, guardate il luogo dove era stato deposto.
Presto, andate a dire ai suoi discepoli: “È risorto dai morti, ed
ecco, vi precede in Galilea; là lo vedrete”. Ecco, io ve l’ho detto».
Abbandonato in fretta il sepolcro con timore e gioia grande,
le donne corsero a dare l’annuncio ai suoi discepoli.
Ed ecco, Gesù venne loro incontro e disse: «Salute a voi!». Ed
esse si avvicinarono, gli abbracciarono i piedi e lo adorarono.
Allora Gesù disse loro: «Non temete; andate ad annunciare ai
miei fratelli che vadano in Galilea: là mi vedranno».
Parola del Signore.
"
256,9-10-2007
257,
258,"9-10-2007



TEMPO
DI PASQUA"
259,9-10-2007
260,"9-10-2007



DOMENICA DI PASQUA
«RISURREZIONE DEL SIGNORE»
Alla Messa del giorno

PRIMA LETTURA

Noi abbiamo mangiato e bevuto con lui
dopo la sua risurrezione dai morti.

Dagli Atti degli Apostoli
10, 34a.37-43

In quei giorni, Pietro prese la parola e disse: «Voi sapete ciò che è accaduto in tutta la Giudea, cominciando dalla Galilea, dopo il battesimo predicato da

Giovanni; cioè come Dio consacrò in Spirito Santo e potenza
Gesù di Nàzaret, il quale passò beneficando e risanando tutti
coloro che stavano sotto il potere del diavolo, perché Dio era
con lui.
E noi siamo testimoni di tutte le cose da lui compiute nella
regione dei Giudei e in Gerusalemme. Essi lo uccisero appendendolo a una croce, ma Dio lo ha risuscitato al terzo giorno
e volle che si manifestasse, non a tutto il popolo, ma a testimoni prescelti da Dio, a noi che abbiamo mangiato e bevuto
con lui dopo la sua risurrezione dai morti.
E ci ha ordinato di annunciare al popolo e di testimoniare che
egli è il giudice dei vivi e dei morti, costituito da Dio. A lui
tutti i profeti danno questa testimonianza: chiunque crede in
lui riceve il perdono dei peccati per mezzo del suo nome».
Parola di Dio."
261,"9-10-2007



DOMENICA DI PASQUA

SALMO RESPONSORIALE

Dal Salmo 117 (118)

Questo è il giorno che ha fatto il Signore:
rallegriamoci ed esultiamo.
Oppure:

Alleluia, alleluia, alleluia.
Rendete grazie al Signore perché è buono,
perché il suo amore è per sempre.
Dica Israele:
«Il suo amore è per sempre».
La destra del Signore si è innalzata,
la destra del Signore ha fatto prodezze.
Non morirò, ma resterò in vita
e annuncerò le opere del Signore.
La pietra scartata dai costruttori
è divenuta la pietra d’angolo.
Questo è stato fatto dal Signore:
una meraviglia ai nostri occhi.
"
262,
263,"9-10-2007



MESSA DEL GIORNO

SECONDA LETTURA

Cercate le cose di lassù, dove è Cristo.

Dalla lettera di san Paolo apostolo ai Colossési
3, 1-4

Fratelli, se siete risorti con Cristo, cercate le cose di lassù, dove è Cristo, seduto alla destra di Dio; rivolgete il

pensiero alle cose di lassù, non a quelle della terra.

Voi infatti siete morti e la vostra vita è nascosta con Cristo in
Dio! Quando Cristo, vostra vita, sarà manifestato, allora anche
voi apparirete con lui nella gloria.
Parola di Dio.

Oppure:
Togliete via il lievito vecchio,
per essere pasta nuova.

Dalla prima lettera di san Paolo apostolo ai Corìnzi
5, 6b-8

Fratelli, non sapete che un po’ di lievito fa fermentare

tutta la pasta? Togliete via il lievito vecchio, per essere pasta nuova, poiché siete àzzimi.

E infatti Cristo, nostra Pasqua, è stato immolato!
Celebriamo dunque la festa non con il lievito vecchio, né con
lievito di malizia e di perversità, ma con àzzimi di sincerità e
di verità.
Parola di Dio."
264,"9-10-2007



DOMENICA DI PASQUA

SEQUENZA
Solo oggi è obbligatoria; nei giorni fra l’ottava è facoltativa.

Víctimae pascháli laudes
ímmolent christiáni.
Agnus redémit oves:
Christus ínnocens
Patri reconciliávit peccatóres.

Alla vittima pasquale,
s’innalzi oggi il sacrificio di lode.
L’Agnello ha redento il suo gregge,
l’Innocente ha riconciliato
noi peccatori col Padre.

Mors et vita
duéllo conflixére mirándo:
dux vitae mórtuus regnat vivus.

Morte e Vita si sono affrontate
in un prodigioso duello.
Il Signore della vita era morto;
ma ora, vivo, trionfa.

Dic nobis, María,
quid vidísti in via?
Sepúlcrum Christi vivéntis:
et glóriam vidi resurgéntis.
Angélicos testes,
sudárium et vestes.
Surréxit Christus spes mea:
praecédet suos in Galilaéam.

«Raccontaci, Maria:
che hai visto sulla via?».
«La tomba del Cristo vivente,
la gloria del Cristo risorto,
e gli angeli suoi testimoni,
il sudario e le sue vesti.
Cristo, mia speranza, è risorto:
precede i suoi in Galilea».

Scimus Christum
surrexísse a mórtuis vere:
tu nobis, victor Rex,
miserére.

Sì, ne siamo certi:
Cristo è davvero risorto.
Tu, Re vittorioso,
abbi pietà di noi.
"
265,"9-10-2007



MESSA DEL GIORNO

CANTO AL VANGELO
Cf. 1 Cor 5, 7-8

Alleluia, alleluia.
Cristo, nostra Pasqua, è stato immolato:
facciamo festa nel Signore.
Alleluia.

VANGELO
Egli doveva risuscitare dai morti.

Dal Vangelo secondo Giovanni
20, 1-9

Il primo giorno della settimana, Maria di Màgdala si recò al sepolcro di mattino, quando era

ancora buio, e vide che la pietra era stata tolta
dal sepolcro.

Corse allora e andò da Simon Pietro e dall’altro discepolo, quello che Gesù amava, e disse loro: «Hanno portato via
il Signore dal sepolcro e non sappiamo dove l’hanno posto!».
Pietro allora uscì insieme all’altro discepolo e si recarono al
sepolcro. Correvano insieme tutti e due, ma l’altro discepolo
corse più veloce di Pietro e giunse per primo al sepolcro. Si
chinò, vide i teli posati là, ma non entrò.
"
266,"9-10-2007



DOMENICA DI PASQUA

Giunse intanto anche Simon Pietro, che lo seguiva, ed entrò
nel sepolcro e osservò i teli posati là, e il sudario – che era
stato sul suo capo – non posato là con i teli, ma avvolto in un
luogo a parte.
Allora entrò anche l’altro discepolo, che era giunto per primo
al sepolcro, e vide e credette. Infatti non avevano ancora compreso la Scrittura, che cioè egli doveva risorgere dai morti.
Parola del Signore.

Al posto di questo Vangelo si può utilizzare quello proclamato nella Veglia
pasquale.
"
267,
268,"9-10-2007



MESSA DEL GIORNO

Dove si celebra la Messa vespertina si può anche proclamare il seguente
Vangelo:

Resta con noi perché si fa sera.

Dal Vangelo secondo Luca
24, 13-35

Ed ecco, in quello stesso giorno, [il primo della

settimana,] due [dei discepoli] erano in cammino per un villaggio di nome Èmmaus, distante circa undici chilometri da Gerusalemme, e
conversavano tra loro di tutto quello che era
accaduto. Mentre conversavano e discutevano
insieme, Gesù in persona si avvicinò e camminava con loro.
Ma i loro occhi erano impediti a riconoscerlo.
Ed egli disse loro: «Che cosa sono questi discorsi che state
facendo tra voi lungo il cammino?». Si fermarono, col volto
triste; uno di loro, di nome Clèopa, gli rispose: «Solo tu sei
forestiero a Gerusalemme! Non sai ciò che vi è accaduto in
questi giorni?». Domandò loro: «Che cosa?». Gli risposero:
«Ciò che riguarda Gesù, il Nazareno, che fu profeta potente in
opere e in parole, davanti a Dio e a tutto il popolo; come i capi
che egli fosse colui che avrebbe liberato Israele; con tutto
ciò, sono passati tre giorni da quando queste cose sono accadute. Ma alcune donne, delle nostre, ci hanno sconvolti; si sono
"
269,"9-10-2007



DOMENICA DI PASQUA

recate al mattino alla tomba e, non avendo trovato il suo corpo, sono venute a dirci di aver avuto anche una visione di angeli, i quali affermano che egli è vivo. Alcuni dei nostri sono
andati alla tomba e hanno trovato come avevano detto le donne, ma lui non l’hanno visto».
Disse loro: «Stolti e lenti di cuore a credere in tutto ciò che
hanno detto i profeti! Non bisognava che il Cristo patisse
queste sofferenze per entrare nella sua gloria?». E, cominciando da Mosè e da tutti i profeti, spiegò loro in tutte le
Scritture ciò che si riferiva a lui.
Quando furono vicini al villaggio dove erano diretti, egli fece
come se dovesse andare più lontano. Ma essi insistettero:
«Resta con noi, perché si fa sera e il giorno è ormai al tramonto». Egli entrò per rimanere con loro.
Quando fu a tavola con loro, prese il pane, recitò la benedizione, lo spezzò e lo diede loro. Allora si aprirono loro gli occhi e lo riconobbero. Ma egli sparì dalla loro vista. Ed essi
dissero l’un l’altro: «Non ardeva forse in noi il nostro cuore
mentre egli conversava con noi lungo la via, quando ci spiegava le Scritture?».
Partirono senza indugio e fecero ritorno a Gerusalemme, dove
trovarono riuniti gli Undici e gli altri che erano con loro, i
quali dicevano: «Davvero il Signore è risorto ed è apparso a
Simone!». Ed essi narravano ciò che era accaduto lungo la via
e come l’avevano riconosciuto nello spezzare il pane.
Parola del Signore.
"
270,"9-10-2007



II DOMENICA
DI PASQUA

(O DELLA DIVINA MISERICORDIA)

PRIMA LETTURA

Tutti i credenti stavano insieme
e avevano ogni cosa in comune.

Dagli Atti degli Apostoli
2, 42-47

Q[


uelli che erano stati battezzati] erano perseveranti
nell’insegnamento degli apostoli e nella comunione,
nello spezzare il pane e nelle preghiere.

Un senso di timore era in tutti, e prodigi e segni avvenivano
per opera degli apostoli.
Tutti i credenti stavano insieme e avevano ogni cosa in comune;
vendevano le loro proprietà e sostanze e le dividevano con
tutti, secondo il bisogno di ciascuno.
Ogni giorno erano perseveranti insieme nel tempio e, spezzando il pane nelle case, prendevano cibo con letizia e semplicità di cuore, lodando Dio e godendo il favore di tutto il
popolo.
Intanto il Signore ogni giorno aggiungeva alla comunità quelli
che erano salvati.
Parola di Dio.
"
271,"9-10-2007




SALMO RESPONSORIALE
Dal Salmo 117 (118)

Rendete grazie al Signore perché è buono:
il suo amore è per sempre.
Oppure:

Alleluia, alleluia, alleluia.
Dica Israele:
«Il suo amore è per sempre».
Dica la casa di Aronne:
«Il suo amore è per sempre».
Dicano quelli che temono il Signore:
«Il suo amore è per sempre».
Mi avevano spinto con forza per farmi cadere,
ma il Signore è stato il mio aiuto.
Mia forza e mio canto è il Signore,
egli è stato la mia salvezza.
Grida di giubilo e di vittoria
nelle tende dei giusti:
la destra del Signore ha fatto prodezze.
La pietra scartata dai costruttori
è divenuta la pietra d’angolo.
Questo è stato fatto dal Signore:
una meraviglia ai nostri occhi.
Questo è il giorno che ha fatto il Signore:
rallegriamoci in esso ed esultiamo!
"
272,
273,"9-10-2007



II DOMENICA

SECONDA LETTURA

Ci ha rigenerati per una speranza viva,
mediante la risurrezione di Gesù Cristo dai morti.

Dalla prima lettera di san Pietro apostolo
1, 3-9

Sia benedetto Dio e Padre del Signore nostro Gesù

Cristo, che nella sua grande misericordia ci ha rigenerati, mediante la risurrezione di Gesù Cristo dai
morti, per una speranza viva, per un’eredità che non si corrompe, non si macchia e non marcisce. Essa è conservata nei
cieli per voi, che dalla potenza di Dio siete custoditi mediante la fede, in vista della salvezza che sta per essere rivelata nell’ultimo tempo.
Perciò siete ricolmi di gioia, anche se ora dovete essere, per
un po’ di tempo, afflitti da varie prove, affinché la vostra fede,
messa alla prova, molto più preziosa dell’oro – destinato a
perire e tuttavia purificato con fuoco –, torni a vostra lode,
gloria e onore quando Gesù Cristo si manifesterà. Voi lo amate,
pur senza averlo visto e ora, senza vederlo, credete in lui.
Perciò esultate di gioia indicibile e gloriosa, mentre raggiungete la mèta della vostra fede: la salvezza delle anime.
Parola di Dio.

SEQUENZA
Facoltativa: vedi pag. 246.
"
274,"9-10-2007




CANTO AL VANGELO
Gv 20, 29

Alleluia, alleluia.
Perché mi hai veduto, Tommaso, tu hai creduto;
Alleluia.
VANGELO
Otto giorni dopo venne Gesù.

Dal Vangelo secondo Giovanni
20, 19-31

La sera di quel giorno, il primo della settimana,

mentre erano chiuse le porte del luogo dove si
trovavano i discepoli per timore dei Giudei, venne Gesù, stette in mezzo e disse loro: «Pace a
voi!». Detto questo, mostrò loro le mani e il
fianco. E i discepoli gioirono al vedere il Signore.

Gesù disse loro di nuovo: «Pace a voi! Come il Padre ha mandato me, anche io mando voi». Detto questo, soffiò e disse
loro: «Ricevete lo Spirito Santo. A coloro a cui perdonerete i
peccati, saranno perdonati; a coloro a cui non perdonerete,
non saranno perdonati».
Tommaso, uno dei Dodici, chiamato Dìdimo, non era con loro
quando venne Gesù. Gli dicevano gli altri discepoli: «Abbiamo"
275,"9-10-2007



II DOMENICA

visto il Signore!». Ma egli disse loro: «Se non vedo nelle sue
mani il segno dei chiodi e non metto il mio dito nel segno
dei chiodi e non metto la mia mano nel suo fianco, io non
credo».
Otto giorni dopo i discepoli erano di nuovo in casa e c’era con
loro anche Tommaso. Venne Gesù, a porte chiuse, stette in
mezzo e disse: «Pace a voi!». Poi disse a Tommaso: «Metti
qui il tuo dito e guarda le mie mani; tendi la tua mano e mettila nel mio fianco; e non essere incredulo, ma credente!».
Gli rispose Tommaso: «Mio Signore e mio Dio!». Gesù gli disse:
«Perché mi hai veduto, tu hai creduto; beati quelli che non
Gesù, in presenza dei suoi discepoli, fece molti altri segni
che non sono stati scritti in questo libro. Ma questi sono stati
scritti perché crediate che Gesù è il Cristo, il Figlio di Dio, e
perché, credendo, abbiate la vita nel suo nome.
Parola del Signore.
"
276,"9-10-2007



III DOMENICA
DI PASQUA
PRIMA LETTURA

Non era possibile che la morte
lo tenesse in suo potere.

Dagli Atti degli Apostoli
2, 14a.22-33

[

Nel giorno di Pentecoste,] Pietro con gli Undici si alzò

in piedi e a voce alta parlò così:

«Uomini d’Israele, ascoltate queste parole: Gesù di
Nàzaret – uomo accreditato da Dio presso di voi per mezzo di
miracoli, prodigi e segni, che Dio stesso fece tra voi per opera sua, come voi sapete bene –, consegnato a voi secondo il
prestabilito disegno e la prescienza di Dio, voi, per mano di
pagani, l’avete crocifisso e l’avete ucciso.
Ora Dio lo ha risuscitato, liberandolo dai dolori della morte,
perché non era possibile che questa lo tenesse in suo potere.
Dice infatti Davide a suo riguardo: “Contemplavo sempre il
Signore innanzi a me; egli sta alla mia destra, perché io non
vacilli. Per questo si rallegrò il mio cuore ed esultò la mia
lingua, e anche la mia carne riposerà nella speranza, perché
tu non abbandonerai la mia vita negli inferi né permetterai
che il tuo Santo subisca la corruzione. Mi hai fatto conoscere
le vie della vita, mi colmerai di gioia con la tua presenza”.
Fratelli, mi sia lecito dirvi francamente, riguardo al patriarca
Davide, che egli morì e fu sepolto e il suo sepolcro è ancora"
277,
278,"9-10-2007



III DOMENICA

oggi fra noi. Ma poiché era profeta e sapeva che Dio gli aveva
giurato solennemente di far sedere sul suo trono un suo discendente, previde la risurrezione di Cristo e ne parlò: “questi non fu abbandonato negli inferi, né la sua carne subì la
corruzione”.
Questo Gesù, Dio lo ha risuscitato e noi tutti ne siamo testimoni. Innalzato dunque alla destra di Dio e dopo aver ricevuto dal Padre lo Spirito Santo promesso, lo ha effuso, come voi
stessi potete vedere e udire».
Parola di Dio.
"
279,"9-10-2007




SALMO RESPONSORIALE

Dal Salmo 15 (16)

Mostraci, Signore, il sentiero della vita.
Oppure:

Alleluia, alleluia, alleluia.
Proteggimi, o Dio: in te mi rifugio.
Ho detto al Signore: «Il mio Signore sei tu».
Il Signore è mia parte di eredità e mio calice:
nelle tue mani è la mia vita.
Benedico il Signore che mi ha dato consiglio;
anche di notte il mio animo mi istruisce.
Io pongo sempre davanti a me il Signore,
sta alla mia destra, non potrò vacillare.
Per questo gioisce il mio cuore
ed esulta la mia anima;
anche il mio corpo riposa al sicuro,
perché non abbandonerai la mia vita negli inferi,
né lascerai che il tuo fedele veda la fossa.
Mi indicherai il sentiero della vita,
gioia piena alla tua presenza,
dolcezza senza fine alla tua destra.
"
280,"9-10-2007



III DOMENICA

SECONDA LETTURA

Foste liberati con il sangue prezioso di Cristo,
agnello senza difetti e senza macchia.

Dalla prima lettera di san Pietro apostolo
1, 17-21

Carissimi, se chiamate Padre colui che, senza fare preferenze, giudica ciascuno secondo le proprie opere,

comportatevi con timore di Dio nel tempo in cui vivete quaggiù come stranieri.
Voi sapete che non a prezzo di cose effimere, come argento e
oro, foste liberati dalla vostra vuota condotta, ereditata dai
padri, ma con il sangue prezioso di Cristo, agnello senza difetti e senza macchia.
Egli fu predestinato già prima della fondazione del mondo,
ma negli ultimi tempi si è manifestato per voi; e voi per opera sua credete in Dio, che lo ha risuscitato dai morti e gli ha
dato gloria, in modo che la vostra fede e la vostra speranza
siano rivolte a Dio.
Parola di Dio.

CANTO AL VANGELO
Cf. Lc 24, 32

Alleluia, alleluia.
Signore Gesù, facci comprendere le Scritture;
arde il nostro cuore mentre ci parli.
Alleluia."
281,"9-10-2007




VANGELO
Lo riconobbero nello spezzare il pane.

Dal Vangelo secondo Luca
24, 13-35

Ed ecco, in quello stesso giorno [il primo della

settimana] due dei [discepoli] erano in cammino per un villaggio di nome Èmmaus, distante
circa undici chilometri da Gerusalemme, e conversavano tra loro di tutto quello che era accaduto. Mentre conversavano e discutevano insieme, Gesù in persona si avvicinò e camminava con loro. Ma i
loro occhi erano impediti a riconoscerlo.
Ed egli disse loro: «Che cosa sono questi discorsi che state
facendo tra voi lungo il cammino?». Si fermarono, col volto
triste; uno di loro, di nome Clèopa, gli rispose: «Solo tu sei
forestiero a Gerusalemme! Non sai ciò che vi è accaduto in
questi giorni?». Domandò loro: «Che cosa?». Gli risposero:
«Ciò che riguarda Gesù, il Nazareno, che fu profeta potente in
ciò, sono passati tre giorni da quando queste cose sono accadute. Ma alcune donne, delle nostre, ci hanno sconvolti; si sono recate al mattino alla tomba e, non avendo trovato il suo
corpo, sono venute a dirci di aver avuto anche una visione di
angeli, i quali affermano che egli è vivo. Alcuni dei nostri so-
"
282,"9-10-2007



III DOMENICA

no andati alla tomba e hanno trovato come avevano detto le
donne, ma lui non l’hanno visto».
Disse loro: «Stolti e lenti di cuore a credere in tutto ciò che
hanno detto i profeti! Non bisognava che il Cristo patisse
queste sofferenze per entrare nella sua gloria?». E, cominciando da Mosè e da tutti i profeti, spiegò loro in tutte le
Scritture ciò che si riferiva a lui.
Quando furono vicini al villaggio dove erano diretti, egli fece
come se dovesse andare più lontano. Ma essi insistettero:
«Resta con noi, perché si fa sera e il giorno è ormai al tramonto». Egli entrò per rimanere con loro.
Quando fu a tavola con loro, prese il pane, recitò la benedizione, lo spezzò e lo diede loro. Allora si aprirono loro gli occhi e lo riconobbero. Ma egli sparì dalla loro vista. Ed essi
dissero l’un l’altro: «Non ardeva forse in noi il nostro cuore
mentre egli conversava con noi lungo la via, quando ci spiegava le Scritture?».
Partirono senza indugio e fecero ritorno a Gerusalemme, dove
trovarono riuniti gli Undici e gli altri che erano con loro, i
quali dicevano: «Davvero il Signore è risorto ed è apparso a
Simone!». Ed essi narravano ciò che era accaduto lungo la via
e come l’avevano riconosciuto nello spezzare il pane.
Parola del Signore.
"
283,"9-10-2007



IV DOMENICA
DI PASQUA
PRIMA LETTURA

Dio lo ha costituito Signore e Cristo.

Dagli Atti degli Apostoli
2, 14a.36-41

[

Nel giorno di Pentecoste,] Pietro con gli Undici si alzò

in piedi e a voce alta parlò così: «Sappia con certezza
tutta la casa d’Israele che Dio ha costituito Signore e
Cristo quel Gesù che voi avete crocifisso».
All’udire queste cose si sentirono trafiggere il cuore e dissero a
Pietro e agli altri apostoli: «Che cosa dobbiamo fare, fratelli?».
E Pietro disse loro: «Convertitevi e ciascuno di voi si faccia
battezzare nel nome di Gesù Cristo, per il perdono dei vostri
peccati, e riceverete il dono dello Spirito Santo. Per voi infatti
è la promessa e per i vostri figli e per tutti quelli che sono
lontani, quanti ne chiamerà il Signore Dio nostro».
Con molte altre parole rendeva testimonianza e li esortava:
«Salvatevi da questa generazione perversa!». Allora coloro
che accolsero la sua parola furono battezzati e quel giorno furono aggiunte circa tremila persone.
Parola di Dio.
"
284,"9-10-2007



IV DOMENICA

SALMO RESPONSORIALE
Dal Salmo 22 (23)

Il Signore è il mio pastore: non manco di nulla.
Oppure:

Alleluia, alleluia, alleluia.
Il Signore è il mio pastore:
non manco di nulla.
Su pascoli erbosi mi fa riposare,
ad acque tranquille mi conduce.
Rinfranca l’anima mia.
Mi guida per il giusto cammino
a motivo del suo nome.
Anche se vado per una valle oscura,
non temo alcun male, perché tu sei con me.
Il tuo bastone e il tuo vincastro
mi danno sicurezza.
Davanti a me tu prepari una mensa
sotto gli occhi dei miei nemici.
Ungi di olio il mio capo;
il mio calice trabocca.
tutti i giorni della mia vita,
abiterò ancora nella casa del Signore
per lunghi giorni.
"
285,"9-10-2007




SECONDA LETTURA

Siete stati ricondotti al pastore delle vostre anime.

Dalla prima lettera di san Pietro apostolo
2, 20b-25

Carissimi, se, facendo il bene, sopporterete

con pazienza la sofferenza, ciò sarà gradito davanti
a Dio. A questo infatti siete stati chiamati, perché

anche Cristo patì per voi,
lasciandovi un esempio,
perché ne seguiate le orme:
egli non commise peccato
e non si trovò inganno sulla sua bocca;
insultato, non rispondeva con insulti,
maltrattato, non minacciava vendetta,
ma si affidava a colui che giudica con giustizia.
Egli portò i nostri peccati nel suo corpo
sul legno della croce, perché,
non vivendo più per il peccato,
vivessimo per la giustizia;
dalle sue piaghe siete stati guariti.
Eravate erranti come pecore,
ma ora siete stati ricondotti al pastore
e custode delle vostre anime.
Parola di Dio.
"
286,
287,"9-10-2007



IV DOMENICA

CANTO AL VANGELO
Gv 10, 14

Alleluia, alleluia.
Io sono il buon pastore, dice il Signore,
conosco le mie pecore e le mie pecore conoscono me.
Alleluia.

VANGELO
Io sono la porta delle pecore.

Dal Vangelo secondo Giovanni
10, 1-10

In quel tempo, Gesù disse:

«In verità, in verità io vi dico: chi non entra nel
recinto delle pecore dalla porta, ma vi sale da
un’altra parte, è un ladro e un brigante. Chi invece entra dalla porta, è pastore delle pecore.

Il guardiano gli apre e le pecore ascoltano la sua voce: egli
chiama le sue pecore, ciascuna per nome, e le conduce fuori.
E quando ha spinto fuori tutte le sue pecore, cammina davanti a esse, e le pecore lo seguono perché conoscono la sua voce.
Un estraneo invece non lo seguiranno, ma fuggiranno via da
lui, perché non conoscono la voce degli estranei»."
288,"9-10-2007




Gesù disse loro questa similitudine, ma essi non capirono di
che cosa parlava loro.
Allora Gesù disse loro di nuovo: «In verità, in verità io vi dico:
io sono la porta delle pecore. Tutti coloro che sono venuti
prima di me, sono ladri e briganti; ma le pecore non li hanno
ascoltati. Io sono la porta: se uno entra attraverso di me, sarà
salvato; entrerà e uscirà e troverà pascolo.
Il ladro non viene se non per rubare, uccidere e distruggere;
io sono venuto perché abbiano la vita e l’abbiano in abbondanza».
Parola del Signore.
"
289,"9-10-2007



V DOMENICA
DI PASQUA
PRIMA LETTURA

Scelsero sette uomini pieni di Spirito Santo.

Dagli Atti degli Apostoli
6, 1-7

In quei giorni, aumentando il numero dei discepoli,

quelli di lingua greca mormorarono contro quelli di
lingua ebraica perché, nell’assistenza quotidiana, venivano trascurate le loro vedove.

Allora i Dodici convocarono il gruppo dei discepoli e dissero:
«Non è giusto che noi lasciamo da parte la parola di Dio per
servire alle mense. Dunque, fratelli, cercate fra voi sette uomini di buona reputazione, pieni di Spirito e di sapienza, ai
quali affideremo questo incarico. Noi, invece, ci dedicheremo
alla preghiera e al servizio della Parola».
Piacque questa proposta a tutto il gruppo e scelsero Stefano,
uomo pieno di fede e di Spirito Santo, Filippo, Pròcoro, Nicànore, Timone, Parmenàs e Nicola, un prosèlito di Antiòchia. Li
presentarono agli apostoli e, dopo aver pregato, imposero loro
le mani.
E la parola di Dio si diffondeva e il numero dei discepoli a
Gerusalemme si moltiplicava grandemente; anche una grande
moltitudine di sacerdoti aderiva alla fede.
Parola di Dio."
290,"9-10-2007




SALMO RESPONSORIALE
Dal Salmo 32 (33)

Il tuo amore, Signore, sia su di noi: in te speriamo.
Oppure:

Alleluia, alleluia, alleluia.
Esultate, o giusti, nel Signore;
per gli uomini retti è bella la lode.
Lodate il Signore con la cetra,
con l’arpa a dieci corde a lui cantate.
Perché retta è la parola del Signore
e fedele ogni sua opera.
Egli ama la giustizia e il diritto;
dell’amore del Signore è piena la terra.
Ecco, l’occhio del Signore è su chi lo teme,
su chi spera nel suo amore,
per liberarlo dalla morte
e nutrirlo in tempo di fame.
"
291,"9-10-2007



V DOMENICA

SECONDA LETTURA

Voi siete stirpe eletta, sacerdozio regale.

Dalla prima lettera di san Pietro apostolo
2, 4-9

Carissimi, avvicinandovi al Signore, pietra viva, rifiutata dagli uomini ma scelta e preziosa davanti a Dio,

quali pietre vive siete costruiti anche voi come edificio spirituale, per un sacerdozio santo e per offrire sacrifici
spirituali graditi a Dio, mediante Gesù Cristo. Si legge infatti
nella Scrittura: «Ecco, io pongo in Sion una pietra d’angolo,
scelta, preziosa, e chi crede in essa non resterà deluso».
Onore dunque a voi che credete; ma per quelli che non credono la pietra che i costruttori hanno scartato è diventata pietra d’angolo e sasso d’inciampo, pietra di scandalo.
Essi v’inciampano perché non obbediscono alla Parola. A questo erano destinati. Voi invece siete stirpe eletta, sacerdozio
regale, nazione santa, popolo che Dio si è acquistato perché
proclami le opere ammirevoli di lui, che vi ha chiamato dalle
tenebre alla sua luce meravigliosa.
Parola di Dio.
"
292,"9-10-2007




CANTO AL VANGELO
Gv 14, 6

Alleluia, alleluia.
Io sono la via, la verità e la vita, dice il Signore;
nessuno viene al Padre se non per mezzo di me.
Alleluia.

VANGELO
Io sono la via, la verità e la vita.

Dal Vangelo secondo Giovanni
14, 1-12

In quel tempo, Gesù disse ai suoi discepoli:

«Non sia turbato il vostro cuore. Abbiate fede
in Dio e abbiate fede anche in me. Nella casa
del Padre mio vi sono molte dimore. Se no, vi
avrei mai detto: “Vado a prepararvi un posto”?
Quando sarò andato e vi avrò preparato un posto, verrò di nuovo e vi prenderò con me, perché dove sono io
siate anche voi. E del luogo dove io vado, conoscete la via».
Gli disse Tommaso: «Signore, non sappiamo dove vai; come
possiamo conoscere la via?». Gli disse Gesù: «Io sono la via,
la verità e la vita. Nessuno viene al Padre se non per mezzo di
"
