testo,pagina
"SECONDA LETTURA Dalla prima lettera di san Paolo apostolo ai Corìnzi 11, 23-26 Fratelli, io ho ricevuto dal Signore quello che a mia Allo stesso modo, dopo aver cenato, prese anche il calice, diParola di Dio. SEQUENZA La sequenza è facoltativa e si può cantare o recitare anche nella forma breSe la sequenza viene omessa, segue il CANTO AL VANGELO. [ [ Quantum potes, tantum aude: Impegna tutto il tuo fervore:",303
"Laudis thema speciális, Pane vivo, che dà vita: Quem in sacrae mensa cenae, Veramente fu donato Sit laus plena, sit sonóra, Lode piena e risonante, Dies enim sollémnis ágitur, Questa è la festa solenne In hac mensa novi Regis, È il banchetto del nuovo Re, Vetustátem nóvitas, Cede al nuovo il rito antico, Quod in cena Christus gessit, Cristo lascia in sua memoria Docti sacris institútis, Obbedienti al suo comando, Dogma datur christiánis, È certezza a noi cristiani: Quod non capis, quod non vides, Tu non vedi, non comprendi,",304
"Sub divérsis speciébus, È un segno ciò che appare: Caro cibus, sanguis potus: Mangi carne, bevi sangue; A suménte non concísus, Chi ne mangia non lo spezza, Sumit unus, sumunt mille: Siano uno, siano mille, Sumunt boni, sumunt mali: Vanno i buoni, vanno gli empi; Mors est malis, vita bonis: Vita ai buoni, morte agli empi: Fracto demum sacraménto, Quando spezzi il sacramento Nulla rei fit scissúra, È diviso solo il segno Ecce panis angelórum, Ecco il pane degli angeli,",305
"In figúris praesignátur, Con i simboli è annunziato, Bone pastor, panis vere, Buon pastore, vero pane, Tu qui cuncta scis et vales, Tu che tutto sai e puoi, CANTO AL VANGELO Alleluia, alleluia. Io sono il pane vivo, disceso dal cielo, dice il Signore, Alleluia.",306
"VANGELO Dal Vangelo secondo Luca 9, 11b-17 In quel tempo, Gesù prese a parlare alle folle Il giorno cominciava a declinare e i Dodici gli Gesù disse loro: «Voi stessi date loro da mangiare». Ma essi Parola del Signore.",307
"SOLENNITÀ DEL SACRATISSIMO PRIMA LETTURA Dal libro del profeta Ezechièle 34, 11-16 Così dice il Signore Dio: «Ecco, io stesso cercherò le mie pecore e le passerò Le farò uscire dai popoli e le radunerò da tutte le regioni. Le Le condurrò in ottime pasture e il loro pascolo sarà sui monti Andrò in cerca della pecora perduta e ricondurrò all’ovile Parola di Dio.",308
"SALMO RESPONSORIALE Il Signore è il mio pastore: non manco di nulla. Il Signore è il mio pastore: Mi guida per il giusto cammino Davanti a me tu prepari una mensa Sì, bontà e fedeltà mi saranno compagne",309
"SECONDA LETTURA Dalla lettera di san Paolo apostolo ai Romani 5, 5b-11 Fratelli, l’amore di Dio è stato riversato nei nostri cuoInfatti, quando eravamo ancora deboli, nel tempo A maggior ragione ora, giustificati nel suo sangue, saremo Parola di Dio.",310
"CANTO AL VANGELO Alleluia, alleluia. Prendete il mio giogo sopra di voi, dice il Signore, Alleluia. Oppure: Alleluia, alleluia. Io sono il buon pastore, dice il Signore, Alleluia.",313
"VANGELO Dal Vangelo secondo Luca 15, 3-7 In quel tempo, Gesù disse ai farisei e agli scribi «Chi di voi, se ha cento pecore e ne perde una, Quando l’ha trovata, pieno di gioia se la carica sulle spalle, va Io vi dico: così vi sarà gioia nel cielo per un solo peccatore Parola del Signore.",314
TEMPO,315
"II DOMENICA PRIMA LETTURA Dal libro del profeta Isaìa 62, 1-5 Per amore di Sion non tacerò, Allora le genti vedranno la tua giustizia, Nessuno ti chiamerà più Abbandonata, Sì, come un giovane sposa una vergine,",317
"come gioisce lo sposo per la sposa, Parola di Dio. SALMO RESPONSORIALE Annunciate a tutti i popoli le meraviglie del Signore. Cantate al Signore un canto nuovo, Annunciate di giorno in giorno la sua salvezza. Date al Signore, o famiglie dei popoli, Prostratevi al Signore nel suo atrio santo.",318
"SECONDA LETTURA Dalla prima lettera di san Paolo apostolo ai Corìnzi 12, 4-11 Fratelli, vi sono diversi carismi, ma uno solo è lo SpiA ciascuno è data una manifestazione particolare dello Spirito Ma tutte queste cose le opera l’unico e medesimo Spirito, diParola di Dio. CANTO AL VANGELO Alleluia, alleluia. Dio ci ha chiamati mediante il Vangelo, Alleluia.",319
"VANGELO Dal Vangelo secondo Giovanni 2, 1-11 In quel tempo, vi fu una festa di nozze a Cana Venuto a mancare il vino, la madre di Gesù gli Vi erano là sei anfore di pietra per la purificazione rituale dei Come ebbe assaggiato l’acqua diventata vino, colui che diriQuesto, a Cana di Galilea, fu l’inizio dei segni compiuti da Parola del Signore.",320
"III DOMENICA PRIMA LETTURA Dal libro di Neemìa 8, 2-4a.5-6.8-10 In quei giorni, il sacerdote Esdra portò la legge daLesse il libro sulla piazza davanti alla porta delle Acque, dallo Esdra aprì il libro in presenza di tutto il popolo, poiché stava I levìti leggevano il libro della legge di Dio a brani distinti e",321
"lutto e non piangete!». Infatti tutto il popolo piangeva, menPoi Neemìa disse loro: «Andate, mangiate carni grasse e bevete Parola di Dio. SALMO RESPONSORIALE Le tue parole, Signore, sono spirito e vita. La legge del Signore è perfetta, I precetti del Signore sono retti, Il timore del Signore è puro, Ti siano gradite le parole della mia bocca;",322
"SECONDA LETTURA Dalla prima lettera di san Paolo apostolo ai Corìnzi 12, 12-30 Fratelli, come il corpo è uno solo e ha molte membra, E infatti il corpo non è formato da un membro solo, ma da Ora, invece, Dio ha disposto le membra del corpo in modo di-",323
"corpo non vi sia divisione, ma anzi le varie membra abbiano Ora voi siete corpo di Cristo e, ognuno secondo la propria parParola di Dio. Forma breve: Voi siete corpo di Cristo, 12, 12-14.27 Fratelli, come il corpo è uno solo e ha molte membra, Infatti noi tutti siamo stati battezzati mediante un solo Spi-",324
"E infatti il corpo non è formato da un membro solo, ma da Ora voi siete corpo di Cristo e, ognuno secondo la propria parParola di Dio. CANTO AL VANGELO Alleluia, alleluia. Il Signore mi ha mandato a portare ai poveri il lieto annuncio, Alleluia.",325
"VANGELO Dal Vangelo secondo Luca 1, 1-4; 4, 14-21 Poiché molti hanno cercato di raccontare con orIn quel tempo, Gesù ritornò in Galilea con la potenza dello Venne a Nàzaret, dove era cresciuto, e secondo il suo solito,",326
"Riavvolse il rotolo, lo riconsegnò all’inserviente e sedette. Parola del Signore.",327
"IV DOMENICA PRIMA LETTURA Dal libro del profeta Geremìa 1, 4-5.17-19 Nei giorni del re Giosìa, mi fu rivolta questa parola «Prima di formarti nel grembo materno, Tu, dunque, stringi la veste ai fianchi, Ed ecco, oggi io faccio di te",328
"Ti faranno guerra, ma non ti vinceranno, Parola di Dio. SALMO RESPONSORIALE La mia bocca, Signore, racconterà la tua salvezza. In te, Signore, mi sono rifugiato, Sii tu la mia roccia, Sei tu, mio Signore, la mia speranza, La mia bocca racconterà la tua giustizia,",329
"SECONDA LETTURA Dalla prima lettera di san Paolo apostolo ai Corìnzi 12, 31 – 13, 13 Fratelli, desiderate intensamente i carismi più grandi. Se parlassi le lingue degli uomini e degli angeli, ma E se avessi il dono della profezia, se conoscessi tutti i misteE se anche dessi in cibo tutti i miei beni e consegnassi il mio La carità è magnanima, benevola è la carità; non è invidiosa, La carità non avrà mai fine. Le profezie scompariranno, il do-",330
"bino, pensavo da bambino, ragionavo da bambino. Divenuto Adesso noi vediamo in modo confuso, come in uno specchio; Parola di Dio. Forma breve: Rimangono la fede, la speranza, la carità; 13, 4-13 Fratelli, la carità è magnanima, benevola è la carità;",331
"La carità non avrà mai fine. Le profezie scompariranno, il doAdesso noi vediamo in modo confuso, come in uno specchio; Parola di Dio. CANTO AL VANGELO Alleluia, alleluia. Il Signore mi ha mandato a portare ai poveri il lieto annuncio, Alleluia.",332
"VANGELO Dal Vangelo secondo Luca 4, 21-30 In quel tempo, Gesù cominciò a dire nella sinaTutti gli davano testimonianza ed erano meraAll’udire queste cose, tutti nella sinagoga si riempirono di Parola del Signore.",333
"V DOMENICA PRIMA LETTURA Dal libro del profeta Isaìa 6, 1-2a.3-8 Nell’anno in cui morì il re Ozìa, io vidi il Signore seVibravano gli stipiti delle porte al risuonare di quella voce, Allora uno dei serafini volò verso di me; teneva in mano un",334
"perciò è scomparsa la tua colpa Poi io udii la voce del Signore che diceva: «Chi manderò e chi Parola di Dio. SALMO RESPONSORIALE Cantiamo al Signore, grande è la sua gloria. Ti rendo grazie, Signore, con tutto il cuore: Rendo grazie al tuo nome per il tuo amore e la tua fedeltà: Ti renderanno grazie, Signore, tutti i re della terra, La tua destra mi salva.",335
"SECONDA LETTURA Dalla prima lettera di san Paolo apostolo ai Corìnzi 15, 1-11 Vi proclamo, fratelli, il Vangelo che vi ho annunciato e A voi infatti ho trasmesso, anzitutto, quello che anch’io ho riIn seguito apparve a più di cinquecento fratelli in una sola Io infatti sono il più piccolo tra gli apostoli e non sono degno Dunque, sia io che loro, così predichiamo e così avete creduto. Parola di Dio.",336
"Forma breve: Dalla prima lettera di san Paolo apostolo ai Corìnzi 15, 3-8.11 Fratelli, a voi ho trasmesso, anzitutto, quello che anIn seguito apparve a più di cinquecento fratelli in una sola Dunque, sia io che loro, così predichiamo e così avete creduto. Parola di Dio. CANTO AL VANGELO Alleluia, alleluia. Venite dietro a me, dice il Signore, Alleluia.",337
"VANGELO Dal Vangelo secondo Luca 5, 1-11 In quel tempo, mentre la folla gli faceva ressa Quando ebbe finito di parlare, disse a Simone: «Prendi il larAl vedere questo, Simon Pietro si gettò alle ginocchia di Gesù, E, tirate le barche a terra, lasciarono tutto e lo seguirono. Parola del Signore.",338
"VI DOMENICA PRIMA LETTURA Dal libro del profeta Geremìa 17, 5-8 Così dice il Signore: «Maledetto l’uomo che confida nell’uomo, Benedetto l’uomo che confida nel Signore Parola di Dio.",339
"SALMO RESPONSORIALE Beato l’uomo che confida nel Signore. Beato l’uomo che non entra nel consiglio dei malvagi, È come albero piantato lungo corsi d’acqua, Non così, non così i malvagi,",340
"SECONDA LETTURA Dalla prima lettera di san Paolo apostolo ai Corìnzi 15, 12.16-20 Fratelli, se si annuncia che Cristo è risorto dai morti, Se infatti i morti non risorgono, neanche Cristo è risorto; ma Se noi abbiamo avuto speranza in Cristo soltanto per questa Ora, invece, Cristo è risorto dai morti, primizia di coloro che Parola di Dio. CANTO AL VANGELO Alleluia, alleluia. Rallegratevi ed esultate, dice il Signore, Alleluia.",341
"VANGELO Dal Vangelo secondo Luca 6, 17.20-26 In quel tempo, Gesù, disceso con i Dodici, si Ed egli, alzàti gli occhi verso i suoi discepoli, diceva: «Beati voi, poveri, Ma guai a voi, ricchi,",342
"Guai a voi, che ora ridete, Parola del Signore.",343
"VII DOMENICA PRIMA LETTURA Dal primo libro di Samuèle 26, 2.7-9.12-13.22-23 In quei giorni, Saul si mosse e scese nel deserto di Davide e Abisài scesero tra quella gente di notte ed ecco, Davide portò via la lancia e la brocca dell’acqua che era presDavide passò dall’altro lato e si fermò lontano sulla cima del",344
"co la lancia del re: passi qui uno dei servitori e la prenda! Il Parola di Dio. SALMO RESPONSORIALE Il Signore è buono e grande nell’amore. Benedici il Signore, anima mia, Egli perdona tutte le tue colpe, Misericordioso e pietoso è il Signore, Quanto dista l’oriente dall’occidente,",345
"SECONDA LETTURA Dalla prima lettera di san Paolo apostolo ai Corìnzi 15, 45-49 Fratelli, il primo uomo, Adamo, divenne un essere viNon vi fu prima il corpo spirituale, ma quello animale, e poi Il primo uomo, tratto dalla terra, è fatto di terra; il secondo E come eravamo simili all’uomo terreno, così saremo simili Parola di Dio. CANTO AL VANGELO Alleluia, alleluia. Vi do un comandamento nuovo, dice il Signore: Alleluia.",346
"VANGELO Dal Vangelo secondo Luca 6, 27-38 In quel tempo, Gesù disse ai suoi discepoli: «A voi che ascoltate, io dico: amate i vostri neE come volete che gli uomini facciano a voi, così anche voi Siate misericordiosi, come il Padre vostro è misericordioso. Non giudicate e non sarete giudicati; non condannate e non",347
"sarà dato: una misura buona, pigiata, colma e traboccante vi Parola del Signore.",348
"VIII DOMENICA PRIMA LETTURA Dal libro del Siràcide 27, 5-8 (NV) [gr. 27, 4-7] Quando si scuote un setaccio restano i rifiuti; I vasi del ceramista li mette a prova la fornace, Il frutto dimostra come è coltivato l’albero, Non lodare nessuno prima che abbia parlato, Parola di Dio.",349
"SALMO RESPONSORIALE È bello rendere grazie al Signore. È bello rendere grazie al Signore Il giusto fiorirà come palma, Nella vecchiaia daranno ancora frutti,",350
"SECONDA LETTURA Dalla prima lettera di san Paolo apostolo ai Corìnzi 15, 54-58 Fratelli, quando questo corpo corruttibile si sarà veIl pungiglione della morte è il peccato e la forza del peccato Perciò, fratelli miei carissimi, rimanete saldi e irremovibili, Parola di Dio. CANTO AL VANGELO Alleluia, alleluia. Risplendete come astri nel mondo, Alleluia.",351
"VANGELO Dal Vangelo secondo Luca 6, 39-45 In quel tempo, Gesù disse ai suoi discepoli una «Può forse un cieco guidare un altro cieco? Perché guardi la pagliuzza che è nell’occhio del tuo fratello e Non vi è albero buono che produca un frutto cattivo, né vi è Parola del Signore.",352
"IX DOMENICA PRIMA LETTURA Dal primo libro dei Re 8, 41-43 In quei giorni, Salomone pregò nel tempio dicendo: «[Signore,] anche lo straniero, che non è del tuo poParola di Dio.",353
"SALMO RESPONSORIALE Popoli tutti, lodate il Signore. Genti tutte, lodate il Signore, Perché forte è il suo amore per noi SECONDA LETTURA Dalla lettera di san Paolo apostolo ai Gàlati 1, 1-2.6-10 Paolo, apostolo non da parte di uomini, né per mezzo Mi meraviglio che, così in fretta, da colui che vi ha chiamati Ma se anche noi stessi, oppure un angelo dal cielo vi annun-",354
"Infatti, è forse il consenso degli uomini che cerco, oppure Parola di Dio. CANTO AL VANGELO Alleluia, alleluia. Dio ha tanto amato il mondo da dare il Figlio unigenito; Alleluia.",355
"VANGELO Dal Vangelo secondo Luca 7, 1-10 In quel tempo, Gesù, quando ebbe terminato di Il servo di un centurione era ammalato e stava Gesù si incamminò con loro. Non era ormai molto distante dalla All’udire questo, Gesù lo ammirò e, volgendosi alla folla che Parola del Signore.",356
"X DOMENICA PRIMA LETTURA Dal primo libro dei Re 17, 17-24 In quei giorni, il figlio della padrona di casa [la vedoElìa le disse: «Dammi tuo figlio». Glielo prese dal seno, lo Il Signore ascoltò la voce di Elìa; la vita del bambino tornò Parola di Dio.",357
"SALMO RESPONSORIALE Ti esalterò, Signore, perché mi hai risollevato. Ti esalterò, Signore, perché mi hai risollevato, Cantate inni al Signore, o suoi fedeli, Ascolta, Signore, abbi pietà di me,",358
"SECONDA LETTURA Dalla lettera di san Paolo apostolo ai Gàlati 1, 11-19 Vi dichiaro, fratelli, che il Vangelo da me annunciato Voi avete certamente sentito parlare della mia condotta di un Ma quando Dio, che mi scelse fin dal seno di mia madre e mi In seguito, tre anni dopo, salii a Gerusalemme per andare a Parola di Dio.",359
"CANTO AL VANGELO Alleluia, alleluia. Un grande profeta è sorto tra noi, Alleluia. VANGELO Ragazzo, dico a te, alzati! Dal Vangelo secondo Luca 7, 11-17 In quel tempo, Gesù si recò in una città chiamaQuando fu vicino alla porta della città, ecco, Vedendola, il Signore fu preso da grande compassione per lei",360
"Tutti furono presi da timore e glorificavano Dio, dicendo: «Un Questa fama di lui si diffuse per tutta quanta la Giudea e in Parola del Signore.",361
"XI DOMENICA PRIMA LETTURA Dal secondo libro di Samuèle 12, 7-10.13 In quei giorni, Natan disse a Davide: «Così dice il SiPerché dunque hai disprezzato la parola del Signore, facendo Ebbene, la spada non si allontanerà mai dalla tua casa, poiché Allora Davide disse a Natan: «Ho peccato contro il Signore!». Parola di Dio.",362
"SALMO RESPONSORIALE Togli, Signore, la mia colpa e il mio peccato. Beato l’uomo a cui è tolta la colpa Ti ho fatto conoscere il mio peccato, Tu sei il mio rifugio, mi liberi dall’angoscia,",363
"SECONDA LETTURA Dalla lettera di san Paolo apostolo ai Gàlati 2, 16.19-21 Fratelli, sapendo che l’uomo non è giustificato per le In realtà mediante la Legge io sono morto alla Legge, affinDunque non rendo vana la grazia di Dio; infatti, se la giustifiParola di Dio. CANTO AL VANGELO Alleluia, alleluia. Dio ha amato noi e ha mandato il suo Figlio Alleluia.",364
"VANGELO Dal Vangelo secondo Luca 7, 36 – 8, 3 In quel tempo, uno dei farisei invitò Gesù a Vedendo questo, il fariseo che l’aveva invitato disse tra sé: Gesù allora gli disse: «Simone, ho da dirti qualcosa». Ed egli E, volgendosi verso la donna, disse a Simone: «Vedi questa",365
"mi i piedi. Tu non hai unto con olio il mio capo; lei invece mi Poi disse a lei: «I tuoi peccati sono perdonati». Allora i comIn seguito egli se ne andava per città e villaggi, predicando e Parola del Signore. Forma breve: Sono perdonati i suoi molti peccati, Dal Vangelo secondo Luca 7, 36-50 In quel tempo, uno dei farisei invitò Gesù a",366
"gendo, cominciò a bagnarli di lacrime, poi li asciugava con i Vedendo questo, il fariseo che l’aveva invitato disse tra sé: Gesù allora gli disse: «Simone, ho da dirti qualcosa». Ed egli E, volgendosi verso la donna, disse a Simone: «Vedi questa Poi disse a lei: «I tuoi peccati sono perdonati». Allora i comParola del Signore.",367
"XII DOMENICA PRIMA LETTURA Dal libro del profeta Zaccarìa 12, 10-11; 13, 1 Così dice il Signore: In quel giorno grande sarà il lamento a Gerusalemme, simile In quel giorno vi sarà per la casa di Davide e per gli abitanti Parola di Dio.",368
"SALMO RESPONSORIALE Ha sete di te, Signore, l’anima mia. O Dio, tu sei il mio Dio, Così nel santuario ti ho contemplato, Così ti benedirò per tutta la vita: Quando penso a te che sei stato il mio aiuto,",369
"SECONDA LETTURA Dalla lettera di san Paolo apostolo ai Gàlati 3, 26-29 Fratelli, tutti voi siete figli di Dio mediante la fede in Non c’è Giudeo né Greco; non c’è schiavo né libero; non c’è Se appartenete a Cristo, allora siete discendenza di Abramo, Parola di Dio. CANTO AL VANGELO Alleluia, alleluia. Le mie pecore ascoltano la mia voce, dice il Signore, Alleluia.",370
"VANGELO Dal Vangelo secondo Luca 9, 18-24 Un giorno Gesù si trovava in un luogo solitario a Allora domandò loro: «Ma voi, chi dite che io sia?». Pietro riEgli ordinò loro severamente di non riferirlo ad alcuno. «Il FiPoi, a tutti, diceva: «Se qualcuno vuole venire dietro a me, Parola del Signore.",371
"XIII DOMENICA PRIMA LETTURA Dal primo libro dei Re 19, 16b.19-21 In quei giorni, il Signore disse a Elìa: «Ungerai EliPartito di lì, Elìa trovò Eliseo, figlio di Safat. Costui arava con Allontanatosi da lui, Eliseo prese un paio di buoi e li uccise; Parola di Dio.",372
"SALMO RESPONSORIALE Sei tu, Signore, l’unico mio bene. Proteggimi, o Dio: in te mi rifugio. Benedico il Signore che mi ha dato consiglio; Per questo gioisce il mio cuore Mi indicherai il sentiero della vita,",373
"SECONDA LETTURA Dalla lettera di san Paolo apostolo ai Gàlati 5, 1.13-18 Fratelli, Cristo ci ha liberati per la libertà! State dunVoi infatti, fratelli, siete stati chiamati a libertà. Che questa Vi dico dunque: camminate secondo lo Spirito e non sarete Ma se vi lasciate guidare dallo Spirito, non siete sotto la Parola di Dio.",374
"CANTO AL VANGELO Alleluia, alleluia. Parla, Signore, perché il tuo servo ti ascolta: Alleluia. VANGELO Prese la ferma decisione di mettersi in cammino Dal Vangelo secondo Luca 9, 51-62 Mentre stavano compiendosi i giorni in cui saQuesti si incamminarono ed entrarono in un",375
"Mentre camminavano per la strada, un tale gli disse: «Ti seA un altro disse: «Seguimi». E costui rispose: «Signore, perUn altro disse: «Ti seguirò, Signore; prima però lascia che io Parola del Signore.",376
"XIV DOMENICA PRIMA LETTURA 66, 10-14c Rallegratevi con Gerusalemme, Perché così dice il Signore: Parola di Dio.",377
"SALMO RESPONSORIALE Acclamate Dio, voi tutti della terra. Acclamate Dio, voi tutti della terra, «A te si prostri tutta la terra, Egli cambiò il mare in terraferma; Venite, ascoltate, voi tutti che temete Dio,",378
"SECONDA LETTURA Dalla lettera di san Paolo apostolo ai Gàlati 6, 14-18 Fratelli, quanto a me non ci sia altro vanto che nella Non è infatti la circoncisione che conta, né la non circoncisioD’ora innanzi nessuno mi procuri fastidi: io porto le stigmate La grazia del Signore nostro Gesù Cristo sia con il vostro spiParola di Dio. CANTO AL VANGELO Alleluia, alleluia. La pace di Cristo regni nei vostri cuori; Alleluia.",379
"VANGELO Dal Vangelo secondo Luca 10, 1-12.17-20 In quel tempo, il Signore designò altri settantaDiceva loro: «La messe è abbondante, ma sono In qualunque casa entriate, prima dite: “Pace a questa casa!” Quando entrerete in una città e vi accoglieranno, mangiate",380
"I settantadue tornarono pieni di gioia, dicendo: «Signore, anParola del Signore. Forma breve: La vostra pace scenderà su di lui. Dal Vangelo secondo Luca 10, 1-9 In quel tempo, il Signore designò altri settantaDiceva loro: «La messe è abbondante, ma sono In qualunque casa entriate, prima dite: “Pace a questa casa!”.",381
"lui, altrimenti ritornerà su di voi. Restate in quella casa, Quando entrerete in una città e vi accoglieranno, mangiate Parola del Signore.",382
"XV DOMENICA PRIMA LETTURA Dal libro del Deuteronòmio 30, 10-14 Mosè parlò al popolo dicendo: «Obbedirai alla voce del Signore, tuo Dio, osservando Questo comando che oggi ti ordino non è troppo alto per te, Parola di Dio.",383
"SALMO RESPONSORIALE I precetti del Signore fanno gioire il cuore. La legge del Signore è perfetta, I precetti del Signore sono retti, Il timore del Signore è puro, Più preziosi dell’oro,",384
"SECONDA LETTURA Dalla lettera di san Paolo apostolo ai Colossési 1, 15-20 Cristo Gesù è immagine del Dio invisibile, Egli è anche il capo del corpo, della Chiesa. Parola di Dio.",385
"CANTO AL VANGELO Alleluia, alleluia. Le tue parole, Signore, sono spirito e vita; Alleluia. VANGELO Chi è il mio prossimo? Dal Vangelo secondo Luca 10, 25-37 In quel tempo, un dottore della Legge si alzò",386
"Ma quello, volendo giustificarsi, disse a Gesù: «E chi è mio Parola del Signore.",387
"XVI DOMENICA PRIMA LETTURA Dal libro della Gènesi 18, 1-10a In quei giorni, il Signore apparve ad Abramo alle Egli alzò gli occhi e vide che tre uomini stavano in piedi presAllora Abramo andò in fretta nella tenda, da Sara, e disse:",388
"Poi gli dissero: «Dov’è Sara, tua moglie?». Rispose: «È là nelParola di Dio. SALMO RESPONSORIALE Chi teme il Signore, abiterà nella sua tenda. Colui che cammina senza colpa, Non fa danno al suo prossimo Non presta il suo denaro a usura",389
"SECONDA LETTURA Dalla lettera di san Paolo apostolo ai Colossési 1, 24-28 Fratelli, sono lieto nelle sofferenze che sopporto per Di essa sono diventato ministro, secondo la missione affidaA loro Dio volle far conoscere la gloriosa ricchezza di questo Parola di Dio.",390
"CANTO AL VANGELO Alleluia, alleluia. Beati coloro che custodiscono la parola di Dio Alleluia. VANGELO Marta lo ospitò. Maria ha scelto la parte migliore. Dal Vangelo secondo Luca 10, 38-42 In quel tempo, mentre erano in cammino, Gesù Ella aveva una sorella, di nome Maria, la quale, Allora si fece avanti e disse: «Signore, non t’importa nulla Parola del Signore.",391
"XVII DOMENICA PRIMA LETTURA Dal libro della Gènesi 18, 20-32 In quei giorni, disse il Signore: «Il grido di Sòdoma e Quegli uomini partirono di là e andarono verso Sòdoma, menAbramo gli si avvicinò e gli disse: «Davvero sterminerai il Abramo riprese e disse: «Vedi come ardisco parlare al mio Si-",392
"ne mancheranno cinque; per questi cinque distruggerai tutta Abramo riprese ancora a parlargli e disse: «Forse là se ne troParola di Dio. SALMO RESPONSORIALE Nel giorno in cui ti ho invocato mi hai risposto. Ti rendo grazie, Signore, con tutto il cuore: Rendo grazie al tuo nome per il tuo amore e la tua fedeltà:",393
"Perché eccelso è il Signore, ma guarda verso l’umile; La tua destra mi salva. SECONDA LETTURA Dalla lettera di san Paolo apostolo ai Colossési 2, 12-14 Fratelli, con Cristo sepolti nel battesimo, con lui siete Con lui Dio ha dato vita anche a voi, che eravate morti a cauParola di Dio.",394
"CANTO AL VANGELO Alleluia, alleluia. Avete ricevuto lo Spirito che rende figli adottivi, Alleluia. VANGELO Chiedete e vi sarà dato. Dal Vangelo secondo Luca 11, 1-13 Gesù si trovava in un luogo a pregare; quando",395
"Poi disse loro: «Se uno di voi ha un amico e a mezzanotte va Ebbene, io vi dico: chiedete e vi sarà dato, cercate e trovereQuale padre tra voi, se il figlio gli chiede un pesce, gli darà Parola del Signore.",396
"XVIII DOMENICA PRIMA LETTURA Dal libro del Qoèlet 1, 2; 2, 21-23 Vanità delle vanità, dice Qoèlet, Chi ha lavorato con sapienza, con scienza e con sucInfatti, quale profitto viene all’uomo da tutta la sua fatica e Parola di Dio.",397
"SALMO RESPONSORIALE Signore, sei stato per noi un rifugio Tu fai ritornare l’uomo in polvere, Tu li sommergi: Insegnaci a contare i nostri giorni Saziaci al mattino con il tuo amore:",398
"SECONDA LETTURA Dalla lettera di san Paolo apostolo ai Colossési 3, 1-5.9-11 Fratelli, se siete risorti con Cristo, cercate le cose di Voi infatti siete morti e la vostra vita è nascosta con Cristo in Fate morire dunque ciò che appartiene alla terra: impurità, Non dite menzogne gli uni agli altri: vi siete svestiti dell’uoQui non vi è Greco o Giudeo, circoncisione o incirconcisione, Parola di Dio.",399
"CANTO AL VANGELO Alleluia, alleluia. Beati i poveri in spirito, Alleluia. VANGELO Quello che hai preparato, di chi sarà? Dal Vangelo secondo Luca 12, 13-21 In quel tempo, uno della folla disse a Gesù: E disse loro: «Fate attenzione e tenetevi lontaPoi disse loro una parabola: «La campagna di un uomo ricco",400
"dirò a me stesso: Anima mia, hai a disposizione molti beni, Parola del Signore.",401
"XIX DOMENICA PRIMA LETTURA Dal libro della Sapienza 18, 6-9 La notte [della liberazione] fu preannunciata Il tuo popolo infatti era in attesa I figli santi dei giusti offrivano sacrifici in segreto Parola di Dio.",402
"SALMO RESPONSORIALE Beato il popolo scelto dal Signore. Esultate, o giusti, nel Signore; Ecco, l’occhio del Signore è su chi lo teme, L’anima nostra attende il Signore: SECONDA LETTURA Aspettava la città il cui architetto e costruttore Dalla lettera agli Ebrei 11, 1-2.8-19 Fratelli, la fede è fondamento di ciò che si spera e Per fede, Abramo, chiamato da Dio, obbedì partendo per un",403
"Per fede, egli soggiornò nella terra promessa come in una rePer fede, anche Sara, sebbene fuori dell’età, ricevette la posNella fede morirono tutti costoro, senza aver ottenuto i beni Per fede, Abramo, messo alla prova, offrì Isacco, e proprio Parola di Dio.",404
"Forma breve: Aspettava la città il cui architetto e costruttore 11, 1-2.8-12 Fratelli, la fede è fondamento di ciò che si spera e Per fede, Abramo, chiamato da Dio, obbedì partendo per un Per fede, egli soggiornò nella terra promessa come in una rePer fede, anche Sara, sebbene fuori dell’età, ricevette la posParola di Dio.",405
"CANTO AL VANGELO Alleluia, alleluia. Vegliate e tenetevi pronti, Alleluia. VANGELO Anche voi tenetevi pronti. Dal Vangelo secondo Luca 12, 32-48 In quel tempo, Gesù disse ai suoi discepoli: «Non temere, piccolo gregge, perché al Padre Vendete ciò che possedete e datelo in elemosiSiate pronti, con le vesti strette ai fianchi e le lampade acce-",406
"Beati quei servi che il padrone al suo ritorno troverà ancora Cercate di capire questo: se il padrone di casa sapesse a quale Allora Pietro disse: «Signore, questa parabola la dici per noi Il Signore rispose: «Chi è dunque l’amministratore fidato e Ma se quel servo dicesse in cuor suo: “Il mio padrone tarda a Il servo che, conoscendo la volontà del padrone, non avrà diA chiunque fu dato molto, molto sarà chiesto; a chi fu affidaParola del Signore.",407
"Forma breve: Anche voi tenetevi pronti. Dal Vangelo secondo Luca 12, 35-40 In quel tempo, Gesù disse ai suoi discepoli: «Siate pronti, con le vesti strette ai fianchi e Beati quei servi che il padrone al suo ritorno troverà ancora Cercate di capire questo: se il padrone di casa sapesse a quale Parola del Signore.",408
"XX DOMENICA PRIMA LETTURA Dal libro del profeta Geremìa 38, 4-6.8-10 In quei giorni, i capi dissero al re: «Si metta a morte GeEssi allora presero Geremìa e lo gettarono nella cisterna di MalEbed-Mèlec uscì dalla reggia e disse al re: «O re, mio signore, Parola di Dio.",409
