testo,pagina
"Quello si alzò e subito prese la sua barella e sotto gli occhi di
tutti se ne andò, e tutti si meravigliarono e lodavano Dio, di-
cendo: «Non abbiamo mai visto nulla di simile!».
Parola del Signore.",339
"osì dice il Signore: 
«Ecco, la condurrò nel deserto
e parlerò al suo cuore.
Là mi risponderà
come nei giorni della sua giovinezza,
come quando uscì dal paese d’Egitto.
Ti farò mia sposa per sempre,
ti farò mia sposa
nella giustizia e nel diritto,
nell’amore e nella benevolenza,
ti farò mia sposa nella fedeltà
e tu conoscerai il Signore».
Parola di Dio.
PRIMA LETTURA
Ti farò mia sposa per sempre.
Dal libro del profeta Osèa
2, 16b.17b.21-22
VIII DOMENICA 
DEL TEMPO ORDINARIO
C",340
"Il Signore è buono e grande nell’amore.
Benedici il Signore, anima mia,
quanto è in me benedica il suo santo nome.
Benedici il Signore, anima mia,
non dimenticare tutti i suoi benefici.
Egli perdona tutte le tue colpe,
guarisce tutte le tue infermità,
salva dalla fossa la tua vita,
ti circonda di bontà e misericordia.
Misericordioso e pietoso è il Signore,
lento all’ira e grande nell’amore.
Non ci tratta secondo i nostri peccati
e non ci ripaga secondo le nostre colpe.
Quanto dista l’oriente dall’occidente,
così egli allontana da noi le nostre colpe.
Come è tenero un padre verso i figli,
così il Signore è tenero verso quelli che lo temono.
SALMO RESPONSORIALE
Dal Salmo 102 (103)",341
"ratelli, abbiamo forse bisogno, come alcuni, di lette-
re di raccomandazione per voi o da parte vostra? La
nostra lettera siete voi, lettera scritta nei nostri cuo-
ri, conosciuta e letta da tutti gli uomini. È noto infatti che
voi siete una lettera di Cristo composta da noi, scritta non
con inchiostro, ma con lo Spirito del Dio vivente, non su tavo-
le di pietra, ma su tavole di cuori umani.
Proprio questa è la fiducia che abbiamo per mezzo di Cristo,
davanti a Dio. Non che da noi stessi siamo capaci di pensare
qualcosa come proveniente da noi, ma la nostra capacità vie-
ne da Dio, il quale anche ci ha resi capaci di essere ministri
di una Nuova Alleanza, non della lettera, ma dello Spirito;
perché la lettera uccide, lo Spirito invece dà vita.
Parola di Dio.
Alleluia, alleluia.
Per sua volontà il Padre ci ha generati 
per mezzo della parola di verità, 
per essere una primizia delle sue creature.
Alleluia.
SECONDA LETTURA
Voi siete una lettera di Cristo composta da noi.
CANTO AL VANGELO
Gc 1, 18
Dalla seconda lettera di san Paolo apostolo ai Corìnzi
3, 1b-6
F",342
"n quel tempo, i discepoli di Giovanni e i farisei
stavano facendo un digiuno. Vennero da Gesù e
gli dissero: «Perché i discepoli di Giovanni e i
discepoli dei farisei digiunano, mentre i tuoi
discepoli non digiunano?». 
Gesù disse loro: «Possono forse digiunare gli invitati a nozze,
quando lo sposo è con loro? Finché hanno lo sposo con loro,
non possono digiunare. Ma verranno giorni quando lo sposo
sarà loro tolto: allora, in quel giorno, digiuneranno. 
Nessuno cuce un pezzo di stoffa grezza su un vestito vecchio;
altrimenti il rattoppo nuovo porta via qualcosa alla stoffa
vecchia e lo strappo diventa peggiore. E nessuno versa vino
nuovo in otri vecchi, altrimenti il vino spaccherà gli otri, e si
perdono vino e otri. Ma vino nuovo in otri nuovi!».
Parola del Signore.
Dal Vangelo secondo Marco
2, 18-22
VANGELO
Lo sposo è con loro.
I",343
"osì dice il Signore: 
«Osserva il giorno del sabato per santificarlo, come
il Signore, tuo Dio, ti ha comandato. Sei giorni lavo-
rerai e farai ogni tuo lavoro; ma il settimo giorno è il sabato
in onore del Signore, tuo Dio: non farai alcun lavoro, né tu,
né tuo figlio, né tua figlia, né il tuo schiavo, né la tua schia-
va, né il tuo bue, né il tuo asino, né il tuo bestiame, né il fo-
restiero che dimora presso di te, perché il tuo schiavo e la tua
schiava si riposino come te. 
Ricòrdati che sei stato schiavo nella terra d’Egitto e che il Si-
gnore, tuo Dio, ti ha fatto uscire di là con mano potente e
braccio teso; perciò il Signore, tuo Dio, ti ordina di osservare
il giorno del sabato».
Parola di Dio.
PRIMA LETTURA
Ricordati che anche tu sei stato schiavo 
in terra d’Egitto.
Dal libro del Deuteronòmio
5, 12-15
IX DOMENICA 
DEL TEMPO ORDINARIO
C",344
"Esultate in Dio, nostra forza.
Intonate il canto e suonate il tamburello,
la cetra melodiosa con l’arpa.
Suonate il corno nel novilunio,
nel plenilunio, nostro giorno di festa.
Questo è un decreto per Israele,
un giudizio del Dio di Giacobbe,
una testimonianza data a Giuseppe,
quando usciva dal paese d’Egitto.
Un linguaggio mai inteso io sento:
«Ho liberato dal peso la sua spalla,
le sue mani hanno deposto la cesta.
Hai gridato a me nell’angoscia
e io ti ho liberato.
Non ci sia in mezzo a te un dio estraneo
e non prostrarti a un dio straniero.
Sono io il Signore, tuo Dio,
che ti ha fatto salire dal paese d’Egitto».
SALMO RESPONSORIALE
Dal Salmo 80 (81)",345
"ratelli, Dio, che disse: «Rifulga la luce dalle tene-
bre», rifulse nei nostri cuori, per far risplendere la
conoscenza della gloria di Dio sul volto di Cristo.
Noi però abbiamo questo tesoro in vasi di creta, affinché ap-
paia che questa straordinaria potenza appartiene a Dio, e non
viene da noi. In tutto, infatti, siamo tribolati, ma non schiac-
ciati; siamo sconvolti, ma non disperati; perseguitati, ma non
abbandonati; colpiti, ma non uccisi, portando sempre e do-
vunque nel nostro corpo la morte di Gesù, perché anche la vi-
ta di Gesù si manifesti nel nostro corpo. 
Sempre infatti, noi che siamo vivi, veniamo consegnati alla
morte a causa di Gesù, perché anche la vita di Gesù si mani-
festi nella nostra carne mortale.
Parola di Dio.
SECONDA LETTURA
La vita di Gesù si manifesta nel nostro corpo.
Dalla seconda lettera di san Paolo apostolo ai Corìnzi
4, 6-11
Alleluia, alleluia.
La tua parola, Signore, è verità;
consacraci nella verità.
Alleluia.
CANTO AL VANGELO
Cf. Gv 17, 17b.a
F",346
"n quel tempo, di sabato Gesù passava fra campi
di grano e i suoi discepoli, mentre camminava-
no, si misero a cogliere le spighe. 
I farisei gli dicevano: «Guarda! Perché fanno in
giorno di sabato quello che non è lecito?». 
Ed egli rispose loro: «Non avete mai letto quello che fece Da-
vide quando si trovò nel bisogno e lui e i suoi compagni eb-
bero fame? Sotto il sommo sacerdote Abiatàr, entrò nella casa
di Dio e mangiò i pani dell’offerta, che non è lecito mangiare
se non ai sacerdoti, e ne diede anche ai suoi compagni!». 
E diceva loro: «Il sabato è stato fatto per l’uomo e non l’uo-
mo per il sabato! Perciò il Figlio dell’uomo è signore anche
del sabato».
Entrò di nuovo nella sinagoga. Vi era lì un uomo che aveva
una mano paralizzata, e stavano a vedere se lo guariva in
giorno di sabato, per accusarlo. Egli disse all’uomo che aveva
la mano paralizzata: «Àlzati, vieni qui in mezzo!». Poi do-
mandò loro: «È lecito in giorno di sabato fare del bene o fare
del male, salvare una vita o ucciderla?». Ma essi tacevano. E
guardandoli tutt’intorno con indignazione, rattristato per la
durezza dei loro cuori, disse all’uomo: «Tendi la mano!». Egli
la tese e la sua mano fu guarita. 
Dal Vangelo secondo Marco
2, 23 – 3, 6
VANGELO
Il Figlio dell’uomo è signore anche del sabato.
I",347
"n quel tempo, di sabato Gesù passava fra campi
di grano e i suoi discepoli, mentre camminava-
no, si misero a cogliere le spighe. 
I farisei gli dicevano: «Guarda! Perché fanno in
giorno di sabato quello che non è lecito?». 
Ed egli rispose loro: «Non avete mai letto quello che fece Da-
vide quando si trovò nel bisogno e lui e i suoi compagni eb-
bero fame? Sotto il sommo sacerdote Abiatàr, entrò nella casa
di Dio e mangiò i pani dell’offerta, che non è lecito mangiare
se non ai sacerdoti, e ne diede anche ai suoi compagni!». 
E diceva loro: «Il sabato è stato fatto per l’uomo e non l’uo-
mo per il sabato! Perciò il Figlio dell’uomo è signore anche
del sabato».
Parola del Signore.
Dal Vangelo secondo Marco
2, 23-28
Forma breve:
Il Figlio dell’uomo è signore anche del sabato.
E i farisei uscirono subito con gli erodiani e tennero consiglio
contro di lui per farlo morire.
Parola del Signore.
I",348
"opo che l’uomo ebbe mangiato del frutto dell’albe-
ro,] il Signore Dio lo chiamò e gli disse: «Dove
sei?». Rispose: «Ho udito la tua voce nel giardino:
ho avuto paura, perché sono nudo, e mi sono nascosto». Ri-
prese: «Chi ti ha fatto sapere che sei nudo? Hai forse man-
giato dell’albero di cui ti avevo comandato di non mangia-
re?». Rispose l’uomo: «La donna che tu mi hai posta accanto
mi ha dato dell’albero e io ne ho mangiato». Il Signore Dio
disse alla donna: «Che hai fatto?». Rispose la donna: «Il ser-
pente mi ha ingannata e io ho mangiato».
Allora il Signore Dio disse al serpente:
«Poiché hai fatto questo,
maledetto tu fra tutto il bestiame
e fra tutti gli animali selvatici!
Sul tuo ventre camminerai
e polvere mangerai
per tutti i giorni della tua vita.
PRIMA LETTURA
Porrò inimicizia tra la tua stirpe 
e la stirpe della donna.
Dal libro della Gènesi
3, 9-15
X DOMENICA 
DEL TEMPO ORDINARIO
[D",349
"Io porrò inimicizia fra te e la donna,
fra la tua stirpe e la sua stirpe:
questa ti schiaccerà la testa
e tu le insidierai il calcagno».  
Parola di Dio.",350
"Il Signore è bontà e misericordia.
Dal profondo a te grido, o Signore;
Signore, ascolta la mia voce.
Siano i tuoi orecchi attenti
alla voce della mia supplica.
Se consideri le colpe, Signore,
Signore, chi ti può resistere?
Ma con te è il perdono:
così avremo il tuo timore.
Io spero, Signore;
spera l’anima mia,
attendo la sua parola.
L’anima mia è rivolta al Signore
più che le sentinelle all’aurora.
Più che le sentinelle l’aurora,
Israele attenda il Signore,
perché con il Signore è la misericordia
e grande è con lui la redenzione.
Egli redimerà Israele
da tutte le sue colpe.
SALMO RESPONSORIALE
Dal Salmo 129 (130)",351
"ratelli, animati da quello stesso spirito di fede di cui
sta scritto: «Ho creduto, perciò ho parlato», anche
noi crediamo e perciò parliamo, convinti che colui
che ha risuscitato il Signore Gesù, risusciterà anche noi con
Gesù e ci porrà accanto a lui insieme con voi. Tutto infatti è
per voi, perché la grazia, accresciuta a opera di molti, faccia
abbondare l’inno di ringraziamento, per la gloria di Dio.
Per questo non ci scoraggiamo, ma, se anche il nostro uomo
esteriore si va disfacendo, quello interiore invece si rinnova
di giorno in giorno. Infatti il momentaneo, leggero peso della
nostra tribolazione ci procura una quantità smisurata ed eter-
na di gloria: noi non fissiamo lo sguardo sulle cose visibili,
ma su quelle invisibili, perché le cose visibili sono di un mo-
mento, quelle invisibili invece sono eterne.
Sappiamo infatti che, quando sarà distrutta la nostra dimora
terrena, che è come una tenda, riceveremo da Dio un’abitazio-
ne, una dimora non costruita da mani d’uomo, eterna, nei cieli.
Parola di Dio.
SECONDA LETTURA
Crediamo, perciò parliamo.
Dalla seconda lettera di san Paolo apostolo ai Corìnzi
4, 13 – 5, 1
F",352
"Alleluia, alleluia.
Ora il principe di questo mondo sarà gettato fuori. 
E io, quando sarò innalzato da terra, attirerò tutti a me.
Alleluia.
n quel tempo, Gesù entrò in una casa e di nuo-
vo si radunò una folla, tanto che non potevano
neppure mangiare. Allora i suoi, sentito que-
sto, uscirono per andare a prenderlo; dicevano
infatti: «È fuori di sé».
Gli scribi, che erano scesi da Gerusalemme, dicevano: «Costui
è posseduto da Beelzebùl e scaccia i demòni per mezzo del
capo dei demòni». 
Ma egli li chiamò e con parabole diceva loro: «Come può Sata-
na scacciare Satana? Se un regno è diviso in se stesso, quel
regno non potrà restare in piedi; se una casa è divisa in se
Dal Vangelo secondo Marco
3, 20-35
VANGELO
Satana è finito.
CANTO AL VANGELO
Gv 12, 31b.32
I",353
"stessa, quella casa non potrà restare in piedi. Anche Satana,
se si ribella contro se stesso ed è diviso, non può restare in
piedi, ma è finito. Nessuno può entrare nella casa di un uomo
forte e rapire i suoi beni, se prima non lo lega. Soltanto allo-
ra potrà saccheggiargli la casa. 
In verità io vi dico: tutto sarà perdonato ai figli degli uomini,
i peccati e anche tutte le bestemmie che diranno; ma chi avrà
bestemmiato contro lo Spirito Santo non sarà perdonato in
eterno: è reo di colpa eterna». Poiché dicevano: «È posseduto
da uno spirito impuro».
Giunsero sua madre e i suoi fratelli e, stando fuori, mandaro-
no a chiamarlo. Attorno a lui era seduta una folla, e gli disse-
ro: «Ecco, tua madre, i tuoi fratelli e le tue sorelle stanno
fuori e ti cercano». Ma egli rispose loro: «Chi è mia madre e
chi sono i miei fratelli?». Girando lo sguardo su quelli che
erano seduti attorno a lui, disse: «Ecco mia madre e i miei
fratelli! Perché chi fa la volontà di Dio, costui per me è fra-
tello, sorella e madre».
Parola del Signore.",354
"osì dice il Signore Dio: 
«Un ramoscello io prenderò dalla cima del cedro,
dalle punte dei suoi rami lo coglierò 
e lo pianterò sopra un monte alto, imponente;
lo pianterò sul monte alto d’Israele.
Metterà rami e farà frutti
e diventerà un cedro magnifico.
Sotto di lui tutti gli uccelli dimoreranno,
ogni volatile all’ombra dei suoi rami riposerà.
Sapranno tutti gli alberi della foresta
che io sono il Signore,
che umilio l’albero alto e innalzo l’albero basso,
faccio seccare l’albero verde e germogliare l’albero secco.
Io, il Signore, ho parlato e lo farò».
Parola di Dio.
PRIMA LETTURA
Io innalzo l’albero basso.
Dal libro del profeta Ezechièle
17, 22-24
XI DOMENICA 
DEL TEMPO ORDINARIO
C",355
"È bello rendere grazie al Signore.
È bello rendere grazie al Signore
e cantare al tuo nome, o Altissimo,
annunciare al mattino il tuo amore,
la tua fedeltà lungo la notte.
Il giusto fiorirà come palma,
crescerà come cedro del Libano;
piantati nella casa del Signore,
fioriranno negli atri del nostro Dio.
Nella vecchiaia daranno ancora frutti,
saranno verdi e rigogliosi,
per annunciare quanto è retto il Signore,
mia roccia: in lui non c’è malvagità.
SALMO RESPONSORIALE
Dal Salmo 91 (92)",356
"ratelli, sempre pieni di fiducia e sapendo che siamo
in esilio lontano dal Signore finché abitiamo nel cor-
po – camminiamo infatti nella fede e non nella vi-
sione –, siamo pieni di fiducia e preferiamo andare in esilio
dal corpo e abitare presso il Signore. 
Perciò, sia abitando nel corpo sia andando in esilio, ci sfor-
ziamo di essere a lui graditi. 
Tutti infatti dobbiamo comparire davanti al tribunale di Cri-
sto, per ricevere ciascuno la ricompensa delle opere compiute
quando era nel corpo, sia in bene che in male.
Parola di Dio.
Alleluia, alleluia.
Il seme è la parola di Dio,
il seminatore è Cristo:
chiunque trova lui, ha la vita eterna.
Alleluia.
SECONDA LETTURA
Sia abitando nel corpo sia andando in esilio, 
ci sforziamo di essere graditi al Signore.
CANTO AL VANGELO
Dalla seconda lettera di san Paolo apostolo ai Corìnzi
5, 6-10
F",357
"n quel tempo, Gesù diceva [alla folla]: «Così è
il regno di Dio: come un uomo che getta il se-
me sul terreno; dorma o vegli, di notte o di
giorno, il seme germoglia e cresce. Come, egli
stesso non lo sa. Il terreno produce spontanea-
mente prima lo stelo, poi la spiga, poi il chicco
pieno nella spiga; e quando il frutto è maturo, subito egli
manda la falce, perché è arrivata la mietitura».
Diceva: «A che cosa possiamo paragonare il regno di Dio o
con quale parabola possiamo descriverlo? È come un granello
di senape che, quando viene seminato sul terreno, è il più
piccolo di tutti i semi che sono sul terreno; ma, quando viene
seminato, cresce e diventa più grande di tutte le piante del-
l’orto e fa rami così grandi che gli uccelli del cielo possono
fare il nido alla sua ombra».
Con molte parabole dello stesso genere annunciava loro la Pa-
rola, come potevano intendere. Senza parabole non parlava
loro ma, in privato, ai suoi discepoli spiegava ogni cosa.
Parola del Signore.
Dal Vangelo secondo Marco
4, 26-34
VANGELO
È il più piccolo di tutti i semi, ma diventa
più grande di tutte le piante dell’orto.
I",358
"l Signore prese a dire a Giobbe in mezzo all’uragano:  
«Chi ha chiuso tra due porte il mare,
quando usciva impetuoso dal seno materno,
quando io lo vestivo di nubi
e lo fasciavo di una nuvola oscura,
quando gli ho fissato un limite,
gli ho messo chiavistello e due porte
dicendo: “Fin qui giungerai e non oltre
e qui s’infrangerà l’orgoglio delle tue onde”?».
Parola di Dio.
PRIMA LETTURA
Qui s’infrangerà l’orgoglio delle tue onde.
Dal libro di Giobbe
38, 1.8-11
XII DOMENICA 
DEL TEMPO ORDINARIO
I",359
"Rendete grazie al Signore, il suo amore è per sempre.
Coloro che scendevano in mare sulle navi
e commerciavano sulle grandi acque,
videro le opere del Signore
e le sue meraviglie nel mare profondo.
Egli parlò e scatenò un vento burrascoso,
che fece alzare le onde:
salivano fino al cielo, scendevano negli abissi;
si sentivano venir meno nel pericolo.
Nell’angustia gridarono al Signore,
ed egli li fece uscire dalle loro angosce.
La tempesta fu ridotta al silenzio,
tacquero le onde del mare.
Al vedere la bonaccia essi gioirono,
ed egli li condusse al porto sospirato.
Ringrazino il Signore per il suo amore,
per le sue meraviglie a favore degli uomini.
SALMO RESPONSORIALE
Dal Salmo 106 (107)",360
"ratelli, l’amore del Cristo ci possiede; e noi sappiamo
bene che uno è morto per tutti, dunque tutti sono
morti. Ed egli è morto per tutti, perché quelli che vi-
vono non vivano più per se stessi, ma per colui che è morto e
risorto per loro. 
Cosicché non guardiamo più nessuno alla maniera umana; se
anche abbiamo conosciuto Cristo alla maniera umana, ora non
lo conosciamo più così. Tanto che, se uno è in Cristo, è una
nuova creatura; le cose vecchie sono passate; ecco, ne sono
nate di nuove.
Parola di Dio.
Alleluia, alleluia.
Un grande profeta è sorto tra noi, 
e Dio ha visitato il suo popolo.
Alleluia.
SECONDA LETTURA
Ecco, sono nate cose nuove.
CANTO AL VANGELO
Lc 7, 16
Dalla seconda lettera di san Paolo apostolo ai Corìnzi
5, 14-17
F",361
"n quel giorno, venuta la sera, Gesù disse ai
suoi discepoli: «Passiamo all’altra riva». E,
congedata la folla, lo presero con sé, così
com’era, nella barca. C’erano anche altre barche
con lui. 
Ci fu una grande tempesta di vento e le onde si rovesciavano
nella barca, tanto che ormai era piena. Egli se ne stava a pop-
pa, sul cuscino, e dormiva. Allora lo svegliarono e gli dissero:
«Maestro, non t’importa che siamo perduti?». 
Si destò, minacciò il vento e disse al mare: «Taci, calmati!».
Il vento cessò e ci fu grande bonaccia. Poi disse loro: «Perché
avete paura? Non avete ancora fede?». 
E furono presi da grande timore e si dicevano l’un l’altro:
«Chi è dunque costui, che anche il vento e il mare gli obbe-
discono?».
Parola del Signore.
Dal Vangelo secondo Marco
4, 35-41
VANGELO
Chi è costui, che anche il vento e il mare 
gli obbediscono?
I",362
"io non ha creato la morte
e non gode per la rovina dei viventi.
Egli infatti ha creato tutte le cose perché esistano;
le creature del mondo sono portatrici di salvezza,
in esse non c’è veleno di morte,
né il regno dei morti è sulla terra.
La giustizia infatti è immortale.
Sì, Dio ha creato l’uomo per l’incorruttibilità,
lo ha fatto immagine della propria natura.
Ma per l’invidia del diavolo la morte è entrata nel mondo
e ne fanno esperienza coloro che le appartengono. 
Parola di Dio.
PRIMA LETTURA
Per l’invidia del diavolo 
la morte è entrata nel mondo.
Dal libro della Sapienza
1, 13-15; 2, 23-24
XIII DOMENICA 
DEL TEMPO ORDINARIO
D",363
"Ti esalterò, Signore, perché mi hai risollevato.
Ti esalterò, Signore, perché mi hai risollevato,
non hai permesso ai miei nemici di gioire su di me.
Signore, hai fatto risalire la mia vita dagli inferi,
mi hai fatto rivivere perché non scendessi nella fossa.
Cantate inni al Signore, o suoi fedeli,
della sua santità celebrate il ricordo,
perché la sua collera dura un istante,
la sua bontà per tutta la vita.
Alla sera ospite è il pianto
e al mattino la gioia.
Ascolta, Signore, abbi pietà di me,
Signore, vieni in mio aiuto!
Hai mutato il mio lamento in danza,
Signore, mio Dio, ti renderò grazie per sempre.
SALMO RESPONSORIALE
Dal Salmo 29 (30)",364
"ratelli, come siete ricchi in ogni cosa, nella fede,
nella parola, nella conoscenza, in ogni zelo e nella
carità che vi abbiamo insegnato, così siate larghi an-
che in quest’opera generosa. 
Conoscete infatti la grazia del Signore nostro Gesù Cristo: da
ricco che era, si è fatto povero per voi, perché voi diventaste
ricchi per mezzo della sua povertà. 
Non si tratta di mettere in difficoltà voi per sollevare gli al-
tri, ma che vi sia uguaglianza. Per il momento la vostra ab-
bondanza supplisca alla loro indigenza, perché anche la loro
abbondanza supplisca alla vostra indigenza, e vi sia ugua-
glianza, come sta scritto: «Colui che raccolse molto non ab-
bondò e colui che raccolse poco non ebbe di meno».
Parola di Dio.
Alleluia, alleluia.
Il salvatore nostro Cristo Gesù ha vinto la morte
e ha fatto risplendere la vita per mezzo del Vangelo.
Alleluia.
SECONDA LETTURA
La vostra abbondanza 
supplisca all’indigenza dei fratelli poveri.
CANTO AL VANGELO
Cf. 2 Tm 1, 10
Dalla seconda lettera di san Paolo apostolo ai Corìnzi
8, 7.9.13-15
F",365
"n quel tempo, essendo Gesù passato di nuovo
in barca all’altra riva, gli si radunò attorno
molta folla ed egli stava lungo il mare. E venne
uno dei capi della sinagoga, di nome Giàiro, il
quale, come lo vide, gli si gettò ai piedi e lo
supplicò con insistenza: «La mia figlioletta sta
morendo: vieni a imporle le mani, perché sia salvata e viva».
Andò con lui. Molta folla lo seguiva e gli si stringeva intorno.
Ora una donna, che aveva perdite di sangue da dodici anni e
aveva molto sofferto per opera di molti medici, spendendo
tutti i suoi averi senza alcun vantaggio, anzi piuttosto peg-
giorando, udito parlare di Gesù, venne tra la folla e da die-
tro toccò il suo mantello. Diceva infatti: «Se riuscirò anche
solo a toccare le sue vesti, sarò salvata». E subito le si
fermò il flusso di sangue e sentì nel suo corpo che era gua-
rita dal male.
E subito Gesù, essendosi reso conto della forza che era uscita
da lui, si voltò alla folla dicendo: «Chi ha toccato le mie ve-
sti?». I suoi discepoli gli dissero: «Tu vedi la folla che si
stringe intorno a te e dici: “Chi mi ha toccato?”». Egli guar-
dava attorno, per vedere colei che aveva fatto questo. E la
donna, impaurita e tremante, sapendo ciò che le era accadu-
to, venne, gli si gettò davanti e gli disse tutta la verità. Ed
Dal Vangelo secondo Marco
5, 21-43
VANGELO
Fanciulla, io ti dico: Àlzati!
I",366
"egli le disse: «Figlia, la tua fede ti ha salvata. Va’ in pace e
sii guarita dal tuo male».
Stava ancora parlando, quando dalla casa del capo della sina-
goga vennero a dire: «Tua figlia è morta. Perché disturbi an-
cora il Maestro?». Ma Gesù, udito quanto dicevano, disse al
capo della sinagoga: «Non temere, soltanto abbi fede!». E
non permise a nessuno di seguirlo, fuorché a Pietro, Giacomo
e Giovanni, fratello di Giacomo. 
Giunsero alla casa del capo della sinagoga ed egli vide tram-
busto e gente che piangeva e urlava forte. Entrato, disse loro:
«Perché vi agitate e piangete? La bambina non è morta, ma
dorme». E lo deridevano. Ma egli, cacciati tutti fuori, prese
con sé il padre e la madre della bambina e quelli che erano
con lui ed entrò dove era la bambina. Prese la mano della
bambina e le disse: «Talità kum», che significa: «Fanciulla,
io ti dico: àlzati!». E subito la fanciulla si alzò e camminava;
aveva infatti dodici anni. Essi furono presi da grande stupore.
E raccomandò loro con insistenza che nessuno venisse a sa-
perlo e disse di darle da mangiare.
Parola del Signore.",369
"n quel tempo, essendo Gesù passato di nuovo in
barca all’altra riva, gli si radunò attorno molta
folla ed egli stava lungo il mare. E venne uno
dei capi della sinagoga, di nome Giàiro, il quale,
come lo vide, gli si gettò ai piedi e lo supplicò
con insistenza: «La mia figlioletta sta morendo:
vieni a imporle le mani, perché sia salvata e viva». Andò con
lui. Molta folla lo seguiva e gli si stringeva intorno.
Dalla casa del capo della sinagoga vennero a dire: «Tua figlia è
morta. Perché disturbi ancora il Maestro?». Ma Gesù, udito
quanto dicevano, disse al capo della sinagoga: «Non temere,
soltanto abbi fede!». E non permise a nessuno di seguirlo,
fuorché a Pietro, Giacomo e Giovanni, fratello di Giacomo. 
Giunsero alla casa del capo della sinagoga ed egli vide trambu-
sto e gente che piangeva e urlava forte. Entrato, disse loro:
«Perché vi agitate e piangete? La bambina non è morta, ma
dorme». E lo deridevano. Ma egli, cacciati tutti fuori, prese con
sé il padre e la madre della bambina e quelli che erano con lui
ed entrò dove era la bambina. Prese la mano della bambina e le
disse: «Talità kum», che significa: «Fanciulla, io ti dico: àlza-
ti!». E subito la fanciulla si alzò e camminava; aveva infatti do-
dici anni. Essi furono presi da grande stupore. E raccomandò lo-
ro con insistenza che nessuno venisse a saperlo e disse di darle
da mangiare.
Parola del Signore.
Dal Vangelo secondo Marco
5, 21-24.35b-43
Forma breve:
Fanciulla, io ti dico: Àlzati!
I",370
"n quei giorni, uno spirito entrò in me, mi fece alzare
in piedi e io ascoltai colui che mi parlava.
Mi disse: «Figlio dell’uomo, io ti mando ai figli d’I-
sraele, a una razza di ribelli, che si sono rivoltati contro di
me. Essi e i loro padri si sono sollevati contro di me fino ad
oggi. Quelli ai quali ti mando sono figli testardi e dal cuore
indurito. Tu dirai loro: “Dice il Signore Dio”. Ascoltino o non
ascoltino – dal momento che sono una genìa di ribelli –, sa-
pranno almeno che un profeta si trova in mezzo a loro».
Parola di Dio.
PRIMA LETTURA
Sono una genìa di ribelli, sapranno almeno 
che un profeta si trova in mezzo a loro.
Dal libro del profeta Ezechièle
2, 2-5
XIV DOMENICA 
DEL TEMPO ORDINARIO
I",371
"I nostri occhi sono rivolti al Signore. 
A te alzo i miei occhi,
a te che siedi nei cieli.
Ecco, come gli occhi dei servi
alla mano dei loro padroni.
Come gli occhi di una schiava
alla mano della sua padrona,
così i nostri occhi al Signore nostro Dio,
finché abbia pietà di noi.
Pietà di noi, Signore, pietà di noi,
siamo già troppo sazi di disprezzo,
troppo sazi noi siamo dello scherno dei gaudenti,
del disprezzo dei superbi.
SALMO RESPONSORIALE
Dal Salmo 122 (123)",372
"ratelli, affinché io non monti in superbia, è stata da-
ta alla mia carne una spina, un inviato di Satana per
percuotermi, perché io non monti in superbia. 
A causa di questo per tre volte ho pregato il Signore che l’al-
lontanasse da me. Ed egli mi ha detto: «Ti basta la mia grazia;
la forza infatti si manifesta pienamente nella debolezza». 
Mi vanterò quindi ben volentieri delle mie debolezze, perché
dimori in me la potenza di Cristo. Perciò mi compiaccio nelle
mie debolezze, negli oltraggi, nelle difficoltà, nelle persecu-
zioni, nelle angosce sofferte per Cristo: infatti quando sono
debole, è allora che sono forte.
Parola di Dio.
Alleluia, alleluia.
Lo Spirito del Signore è sopra di me: 
mi ha mandato a portare ai poveri il lieto annuncio.
Alleluia.
SECONDA LETTURA
Mi vanterò delle mie debolezze, 
perché dimori in me la potenza di Cristo.
CANTO AL VANGELO
Cf. Lc 4, 18
Dalla seconda lettera di san Paolo apostolo ai Corìnzi
12, 7-10
F",373
"n quel tempo, Gesù venne nella sua patria e i
suoi discepoli lo seguirono. 
Giunto il sabato, si mise a insegnare nella si-
nagoga. E molti, ascoltando, rimanevano stupi-
ti e dicevano: «Da dove gli vengono queste co-
se? E che sapienza è quella che gli è stata data? E i prodigi
come quelli compiuti dalle sue mani? Non è costui il falegna-
me, il figlio di Maria, il fratello di Giacomo, di Ioses, di Giuda
e di Simone? E le sue sorelle, non stanno qui da noi?». Ed era
per loro motivo di scandalo. 
Ma Gesù disse loro: «Un profeta non è disprezzato se non nel-
la sua patria, tra i suoi parenti e in casa sua». E lì non poteva
compiere nessun prodigio, ma solo impose le mani a pochi
malati e li guarì. E si meravigliava della loro incredulità.
Gesù percorreva i villaggi d’intorno, insegnando.
Parola del Signore.
Dal Vangelo secondo Marco
6, 1-6
VANGELO
Un profeta non è disprezzato 
se non nella sua patria.
I",374
